x1,y1,x2,y2,id,frame
1839,599,1861,625,21,11
0,288,8,314,22,11
1702,609,1785,643,1,12
1751,409,1795,433,2,12
1157,210,1194,233,3,12
1188,592,1229,615,4,12
317,248,355,273,5,12
501,227,539,253,6,12
203,593,242,615,7,12
1786,155,1832,181,8,12
673,217,713,243,9,12
1047,189,1082,211,10,12
47,532,94,559,11,12
509,554,536,576,12,12
1828,388,1865,413,13,12
1520,381,1560,405,14,12
1640,187,1679,212,15,12
1287,359,1327,382,16,12
1223,538,1267,564,17,12
0,570,34,595,18,12
1831,597,1854,624,21,12
0,287,9,312,22,12
1697,609,1776,641,1,13
1758,410,1802,434,2,13
1163,210,1200,234,3,13
1181,592,1223,615,4,13
323,247,361,273,5,13
506,227,544,252,6,13
197,593,236,615,7,13
1791,155,1837,180,8,13
678,215,718,242,9,13
1053,189,1088,211,10,13
41,534,87,560,11,13
503,555,530,577,12,13
1831,390,1868,413,13,13
1528,382,1567,405,14,13
1646,188,1684,212,15,13
1296,360,1334,382,16,13
1216,537,1260,564,17,13
0,572,25,596,18,13
1824,597,1848,623,21,13
0,287,10,312,22,13
1693,609,1771,640,1,14
1764,411,1808,434,2,14
1168,210,1206,234,3,14
1176,592,1218,615,4,14
327,247,364,272,5,14
511,225,548,250,6,14
192,593,231,615,7,14
1794,154,1841,180,8,14
684,214,724,241,9,14
1061,189,1095,210,10,14
35,535,80,560,11,14
496,554,523,577,12,14
1840,391,1878,416,13,14
1536,384,1574,406,14,14
1651,187,1690,212,15,14
1302,360,1342,383,16,14
1209,538,1251,563,17,14
0,572,20,597,18,14
1817,596,1842,622,21,14
0,286,14,311,22,14
1691,609,1769,640,1,15
1772,410,1818,435,2,15
1174,210,1211,233,3,15
1171,593,1212,615,4,15
333,246,371,272,5,15
518,227,554,252,6,15
185,594,223,615,7,15
1801,154,1847,179,8,15
689,216,729,242,9,15
1066,189,1100,210,10,15
29,536,73,561,11,15
488,554,516,577,12,15
1848,392,1886,417,13,15
1544,384,1583,407,14,15
1658,187,1696,211,15,15
1311,360,1352,383,16,15
1202,537,1244,562,17,15
0,574,16,597,18,15
1808,595,1835,621,21,15
0,286,18,311,22,15
1683,608,1761,639,1,16
1781,412,1826,436,2,16
1180,209,1218,233,3,16
1164,592,1206,615,4,16
340,246,377,272,5,16
524,227,560,251,6,16
179,594,218,615,7,16
1805,153,1850,178,8,16
695,215,734,242,9,16
1072,188,1107,210,10,16
21,537,65,562,11,16
482,555,509,577,12,16
1858,395,1895,419,13,16
1553,385,1591,407,14,16
1663,187,1701,211,15,16
1320,360,1361,383,16,16
1194,536,1236,561,17,16
0,576,15,598,18,16
1801,593,1829,620,21,16
1,285,25,311,22,16
1677,606,1762,640,1,17
1787,413,1833,438,2,17
1185,209,1223,233,3,17
1159,592,1201,614,4,17
344,246,381,271,5,17
529,226,566,250,6,17
174,593,214,616,7,17
1809,153,1854,178,8,17
701,215,739,241,9,17
1078,188,1113,209,10,17
12,537,58,562,11,17
475,554,502,577,12,17
1866,396,1903,420,13,17
1560,385,1598,408,14,17
1669,187,1707,211,15,17
1329,363,1369,385,16,17
1187,536,1230,562,17,17
0,576,15,599,18,17
1794,594,1822,620,21,17
5,284,29,310,22,17
1887,668,1903,691,27,17
1669,603,1755,638,1,18
1796,416,1841,440,2,18
1189,208,1228,233,3,18
1154,592,1195,614,4,18
350,245,386,270,5,18
536,226,571,250,6,18
169,593,210,616,7,18
1813,153,1859,178,8,18
706,213,745,240,9,18
1084,187,1118,209,10,18
6,537,52,563,11,18
469,555,496,577,12,18
1873,397,1909,422,13,18
1569,385,1608,409,14,18
1675,185,1714,210,15,18
1336,362,1376,385,16,18
1180,536,1223,561,17,18
0,577,10,600,18,18
1787,593,1816,619,21,18
8,284,33,309,22,18
1883,667,1900,690,27,18
1668,606,1747,637,1,19
1806,418,1850,442,2,19
1195,208,1234,233,3,19
1148,591,1190,614,4,19
355,244,392,269,5,19
540,226,575,249,6,19
162,593,203,616,7,19
1816,152,1862,178,8,19
712,212,751,239,9,19
1091,187,1126,209,10,19
0,538,43,564,11,19
462,555,489,577,12,19
1881,398,1916,423,13,19
1577,387,1615,410,14,19
1680,186,1718,210,15,19
1344,363,1384,385,16,19
1174,535,1216,561,17,19
1780,592,1810,618,21,19
12,283,39,308,22,19
1876,668,1893,690,27,19
1666,607,1743,637,1,20
1814,417,1861,442,2,20
1201,208,1240,232,3,20
1144,592,1185,614,4,20
359,244,396,270,5,20
547,226,582,249,6,20
157,595,197,617,7,20
1821,152,1866,178,8,20
717,212,757,239,9,20
1098,186,1133,208,10,20
0,538,37,564,11,20
456,556,483,578,12,20
1889,399,1924,424,13,20
1585,388,1623,411,14,20
1686,186,1724,210,15,20
1352,363,1393,386,16,20
1165,535,1207,561,17,20
1772,590,1803,617,21,20
17,284,45,308,22,20
1870,665,1890,689,27,20
1655,603,1739,637,1,21
1818,418,1863,442,2,21
1207,208,1244,232,3,21
1137,592,1178,614,4,21
365,244,403,270,5,21
551,225,587,248,6,21
152,595,191,617,7,21
1825,152,1870,177,8,21
723,211,762,238,9,21
1105,186,1138,208,10,21
0,537,32,564,11,21
450,555,478,578,12,21
1591,390,1629,412,14,21
1691,185,1729,210,15,21
1361,364,1402,388,16,21
1159,534,1201,560,17,21
1764,589,1796,616,21,21
21,284,49,308,22,21
1865,665,1886,689,27,21
1654,603,1733,635,1,22
1825,421,1867,443,2,22
1213,208,1250,231,3,22
1131,590,1173,613,4,22
371,244,408,269,5,22
555,222,593,247,6,22
145,594,185,617,7,22
1829,151,1873,176,8,22
729,211,768,238,9,22
1110,186,1143,207,10,22
0,539,25,564,11,22
444,555,472,579,12,22
1600,391,1637,413,14,22
1696,185,1733,209,15,22
1370,365,1412,389,16,22
1152,534,1192,559,17,22
1756,588,1789,615,21,22
24,282,55,307,22,22
1859,663,1882,688,27,22
1644,600,1730,635,1,23
1833,420,1877,443,2,23
1217,208,1256,231,3,23
1126,590,1169,612,4,23
377,243,414,268,5,23
562,222,600,247,6,23
140,594,180,617,7,23
1834,151,1879,176,8,23
735,211,773,238,9,23
1115,185,1148,206,10,23
0,541,20,565,11,23
437,555,465,579,12,23
1607,393,1645,415,14,23
1701,184,1739,209,15,23
1377,366,1419,390,16,23
1145,533,1185,558,17,23
1749,587,1782,614,21,23
28,281,60,306,22,23
1853,662,1877,687,27,23
1636,597,1727,634,1,24
1841,422,1884,444,2,24
1223,206,1263,231,3,24
1120,589,1162,612,4,24
382,243,419,268,5,24
568,222,606,247,6,24
135,596,173,618,7,24
1838,150,1883,175,8,24
740,211,780,239,9,24
1121,185,1155,207,10,24
0,540,20,566,11,24
431,557,457,579,12,24
1615,393,1654,416,14,24
1706,184,1744,208,15,24
1386,367,1427,390,16,24
1137,533,1177,558,17,24
1742,586,1775,613,21,24
34,280,66,305,22,24
1848,662,1872,687,27,24
1630,595,1722,634,1,25
1847,422,1893,445,2,25
1229,207,1269,231,3,25
1115,590,1156,612,4,25
387,244,423,268,5,25
571,221,609,246,6,25
130,596,167,618,7,25
1842,150,1887,175,8,25
745,211,784,239,9,25
1127,185,1161,207,10,25
0,541,18,566,11,25
425,557,450,579,12,25
1624,395,1662,417,14,25
1712,184,1750,208,15,25
1394,367,1435,391,16,25
1130,532,1170,557,17,25
1735,585,1769,612,21,25
37,280,72,305,22,25
1843,662,1868,686,27,25
1627,594,1718,633,1,26
1854,423,1900,447,2,26
1235,207,1274,231,3,26
1108,589,1150,612,4,26
393,243,429,268,5,26
576,220,614,245,6,26
125,597,162,618,7,26
1847,149,1892,174,8,26
751,212,788,238,9,26
1133,184,1167,206,10,26
0,541,18,566,11,26
419,558,445,579,12,26
1632,398,1668,418,14,26
1718,183,1756,208,15,26
1402,367,1445,391,16,26
1124,532,1163,557,17,26
1728,585,1761,611,21,26
41,279,76,305,22,26
1838,661,1864,685,27,26
1629,597,1708,631,1,27
1862,423,1908,448,2,27
1241,207,1280,231,3,27
1104,588,1145,611,4,27
399,243,435,267,5,27
581,220,619,245,6,27
118,597,156,619,7,27
1852,149,1896,174,8,27
758,212,795,238,9,27
1140,184,1173,205,10,27
0,541,16,567,11,27
412,558,438,579,12,27
1639,397,1677,419,14,27
1723,184,1761,208,15,27
1410,368,1450,392,16,27
1117,532,1157,557,17,27
1720,584,1754,610,21,27
46,279,81,305,22,27
1833,660,1860,684,27,27
1626,598,1701,630,1,28
1870,425,1912,449,2,28
1246,205,1286,230,3,28
1099,587,1141,610,4,28
404,243,440,267,5,28
587,219,625,244,6,28
112,597,152,619,7,28
1855,148,1900,173,8,28
763,212,800,238,9,28
1146,184,1179,205,10,28
0,542,12,567,11,28
406,558,433,580,12,28
1646,397,1685,420,14,28
1729,184,1766,208,15,28
1418,369,1459,393,16,28
1108,531,1148,556,17,28
1712,583,1746,609,21,28
50,278,86,304,22,28
1828,658,1856,683,27,28
1619,599,1694,631,1,29
1878,425,1919,450,2,29
1252,205,1292,230,3,29
1094,589,1134,611,4,29
409,241,446,266,5,29
594,219,632,244,6,29
107,598,146,620,7,29
1859,148,1903,173,8,29
769,212,806,238,9,29
1152,184,1186,205,10,29
399,558,425,580,12,29
1653,398,1693,421,14,29
1735,182,1773,207,15,29
1426,372,1466,394,16,29
1101,531,1140,556,17,29
1706,581,1741,608,21,29
56,278,92,304,22,29
1822,658,1851,682,27,29
0,362,8,385,33,29
1614,598,1688,629,1,30
1885,426,1927,450,2,30
1257,204,1297,229,3,30
1088,587,1129,610,4,30
414,240,451,265,5,30
599,220,636,244,6,30
101,598,140,621,7,30
1866,147,1908,172,8,30
775,212,812,237,9,30
1157,183,1191,205,10,30
392,558,419,580,12,30
1662,398,1701,422,14,30
1739,182,1776,206,15,30
1435,372,1475,395,16,30
1094,531,1133,556,17,30
1699,581,1733,607,21,30
59,278,96,303,22,30
1818,658,1846,682,27,30
0,359,10,384,33,30
1607,597,1681,628,1,31
1263,204,1303,229,3,31
1082,587,1124,610,4,31
418,239,456,264,5,31
604,217,641,242,6,31
94,599,133,621,7,31
1870,146,1911,172,8,31
779,211,816,237,9,31
1164,183,1199,205,10,31
386,557,414,580,12,31
1670,399,1710,423,14,31
1744,182,1782,206,15,31
1445,374,1484,395,16,31
1086,531,1125,555,17,31
1692,579,1727,606,21,31
66,277,102,302,22,31
1813,657,1842,681,27,31
0,360,10,384,33,31
0,328,3,354,35,31
1602,597,1677,628,1,32
1268,206,1307,230,3,32
1076,588,1116,610,4,32
425,239,463,264,5,32
610,216,647,241,6,32
89,598,128,621,7,32
1875,146,1915,172,8,32
786,211,823,237,9,32
1170,183,1204,205,10,32
379,556,407,579,12,32
1678,399,1719,424,14,32
1750,181,1788,206,15,32
1452,375,1492,397,16,32
1078,530,1117,555,17,32
1684,578,1719,604,21,32
69,275,106,300,22,32
1808,657,1838,680,27,32
0,358,16,384,33,32
0,328,4,354,35,32
1593,592,1677,627,1,33
1274,206,1313,230,3,33
1070,587,1111,610,4,33
430,238,468,263,5,33
616,215,654,241,6,33
82,598,122,621,7,33
1880,146,1918,172,8,33
791,210,829,236,9,33
1177,182,1210,204,10,33
373,557,401,580,12,33
1685,400,1726,425,14,33
1755,181,1793,205,15,33
1460,375,1501,398,16,33
1070,529,1110,554,17,33
1677,577,1712,603,21,33
74,277,110,301,22,33
1802,656,1833,679,27,33
1,357,24,382,33,33
0,328,4,353,35,33
1593,595,1670,627,1,34
1280,204,1320,229,3,34
1065,587,1106,609,4,34
436,239,473,263,5,34
623,216,661,242,6,34
77,599,116,621,7,34
1885,146,1920,172,8,34
797,210,834,236,9,34
1183,182,1217,204,10,34
367,557,395,580,12,34
1692,400,1733,426,14,34
1761,180,1799,205,15,34
1469,376,1509,398,16,34
1065,530,1102,554,17,34
1670,577,1705,602,21,34
77,274,115,299,22,34
1797,654,1830,679,27,34
6,357,30,382,33,34
0,328,4,352,35,34
1586,593,1667,627,1,35
1285,205,1324,229,3,35
1059,586,1101,609,4,35
441,238,479,263,5,35
627,215,664,241,6,35
70,599,110,622,7,35
1889,146,1922,171,8,35
802,209,839,236,9,35
1189,182,1223,204,10,35
359,557,387,581,12,35
1702,401,1743,427,14,35
1765,180,1804,204,15,35
1475,378,1516,400,16,35
1056,530,1094,553,17,35
1663,576,1697,601,21,35
84,274,122,298,22,35
1793,653,1826,678,27,35
14,357,40,381,33,35
1579,592,1663,627,1,36
1289,205,1327,228,3,36
1054,586,1096,608,4,36
446,237,484,262,5,36
631,215,668,240,6,36
65,601,104,623,7,36
1893,145,1926,171,8,36
807,210,844,236,9,36
1196,182,1230,204,10,36
353,558,380,581,12,36
1710,404,1749,428,14,36
1770,180,1808,204,15,36
1484,379,1524,401,16,36
1048,528,1087,553,17,36
1656,576,1690,600,21,36
90,273,127,298,22,36
1788,654,1821,678,27,36
20,356,47,379,33,36
0,326,18,350,37,36
1574,589,1660,626,1,37
1295,205,1333,228,3,37
1047,587,1088,609,4,37
452,236,490,261,5,37
637,215,673,240,6,37
59,600,99,623,7,37
812,208,850,235,9,37
1201,181,1235,203,10,37
346,557,375,581,12,37
1718,405,1757,429,14,37
1776,180,1814,204,15,37
1491,378,1533,401,16,37
1041,528,1081,552,17,37
1647,575,1683,600,21,37
95,272,133,297,22,37
1782,653,1816,677,27,37
27,355,55,378,33,37
0,325,27,350,37,37
1569,589,1654,625,1,38
1302,205,1340,228,3,38
1041,586,1083,609,4,38
458,235,496,260,5,38
642,214,678,239,6,38
54,600,94,623,7,38
820,208,856,233,9,38
1208,181,1241,202,10,38
339,559,368,582,12,38
1726,405,1763,429,14,38
1781,180,1819,204,15,38
1501,380,1541,402,16,38
1035,528,1073,552,17,38
1640,574,1676,599,21,38
100,272,138,297,22,38
1778,653,1812,677,27,38
32,355,62,378,33,38
0,325,33,349,37,38
1563,588,1647,624,1,39
1306,205,1344,227,3,39
1037,586,1078,608,4,39
462,234,500,259,5,39
647,214,685,240,6,39
49,600,90,624,7,39
825,207,861,233,9,39
1213,181,1247,203,10,39
332,559,360,582,12,39
1733,406,1771,430,14,39
1786,179,1823,203,15,39
1509,381,1549,402,16,39
1026,528,1065,552,17,39
1633,571,1670,598,21,39
103,272,142,297,22,39
1772,652,1807,676,27,39
40,353,71,376,33,39
1,324,38,349,37,39
1887,667,1903,692,41,39
1565,591,1641,623,1,40
1312,204,1351,228,3,40
1031,584,1073,607,4,40
466,234,506,259,5,40
653,214,691,240,6,40
45,602,83,624,7,40
830,207,867,233,9,40
1219,180,1253,202,10,40
327,559,355,582,12,40
1741,407,1778,431,14,40
1791,177,1829,202,15,40
1516,382,1557,404,16,40
1018,527,1059,552,17,40
1626,572,1663,598,21,40
106,270,147,297,22,40
1767,651,1802,676,27,40
47,352,79,375,33,40
6,323,43,348,37,40
1883,668,1899,691,41,40
1562,593,1635,624,1,41
1316,204,1355,228,3,41
1026,584,1068,607,4,41
472,231,512,258,5,41
658,213,696,239,6,41
39,601,78,624,7,41
836,207,872,233,9,41
1226,179,1260,201,10,41
321,561,348,583,12,41
1750,409,1787,432,14,41
1796,177,1834,201,15,41
1524,383,1565,405,16,41
1010,527,1051,552,17,41
1617,570,1655,597,21,41
111,269,152,296,22,41
1762,650,1798,675,27,41
52,351,86,375,33,41
11,322,49,347,37,41
1878,668,1894,691,41,41
1552,589,1633,623,1,42
1322,204,1360,227,3,42
1020,583,1062,606,4,42
478,232,517,257,5,42
665,213,703,239,6,42
34,603,72,625,7,42
841,207,877,232,9,42
1233,178,1266,200,10,42
315,560,343,583,12,42
1758,412,1794,435,14,42
1800,176,1839,201,15,42
1533,384,1573,405,16,42
1005,525,1045,550,17,42
1612,570,1650,596,21,42
116,268,157,295,22,42
1758,651,1793,675,27,42
59,351,93,374,33,42
16,322,55,347,37,42
1872,667,1890,691,41,42
1546,588,1629,623,1,43
1329,204,1367,227,3,43
1014,583,1056,606,4,43
483,232,522,258,5,43
671,213,709,239,6,43
27,603,65,626,7,43
848,209,884,233,9,43
1240,178,1273,199,10,43
310,562,337,584,12,43
1766,414,1802,436,14,43
1807,176,1845,201,15,43
1542,384,1584,406,16,43
996,526,1036,551,17,43
1605,569,1643,595,21,43
121,268,161,295,22,43
1753,650,1788,674,27,43
66,350,103,374,33,43
23,321,62,346,37,43
1868,664,1887,689,41,43
1539,587,1622,623,1,44
1333,204,1372,227,3,44
1008,583,1051,607,4,44
489,231,528,257,5,44
677,212,714,238,6,44
22,603,61,626,7,44
853,209,889,233,9,44
1246,177,1279,198,10,44
304,562,331,584,12,44
1775,415,1811,437,14,44
1812,176,1849,200,15,44
1551,385,1592,407,16,44
989,525,1029,551,17,44
1598,569,1636,595,21,44
127,269,166,295,22,44
1749,650,1784,674,27,44
72,350,109,373,33,44
28,322,66,346,37,44
1862,665,1883,689,41,44
1541,589,1617,621,1,45
1337,202,1379,226,3,45
1003,583,1045,606,4,45
494,231,532,257,5,45
682,212,719,238,6,45
15,603,54,626,7,45
858,207,894,232,9,45
1252,177,1285,198,10,45
297,563,324,585,12,45
1781,416,1819,439,14,45
1817,176,1854,200,15,45
1558,386,1598,408,16,45
982,525,1022,550,17,45
1591,569,1628,594,21,45
131,269,170,295,22,45
1744,649,1779,673,27,45
78,348,118,373,33,45
33,321,72,346,37,45
1856,664,1878,689,41,45
1535,586,1614,620,1,46
1344,203,1385,227,3,46
999,582,1040,606,4,46
499,231,537,256,5,46
686,210,724,237,6,46
10,604,49,626,7,46
863,207,901,231,9,46
1257,175,1293,198,10,46
289,561,317,584,12,46
1789,418,1825,440,14,46
1823,174,1861,199,15,46
1566,386,1608,409,16,46
974,524,1014,549,17,46
1585,568,1622,594,21,46
136,269,175,295,22,46
1739,648,1774,672,27,46
86,348,126,372,33,46
41,321,80,345,37,46
1850,663,1874,688,41,46
1529,586,1609,620,1,47
1351,203,1390,227,3,47
993,582,1034,605,4,47
503,231,541,256,5,47
692,210,730,237,6,47
6,606,44,628,7,47
869,208,905,231,9,47
1265,176,1299,198,10,47
282,561,310,584,12,47
1797,419,1833,441,14,47
1827,174,1864,198,15,47
1573,387,1615,410,16,47
967,524,1007,549,17,47
1578,568,1615,593,21,47
140,267,180,294,22,47
1734,648,1770,672,27,47
94,347,135,372,33,47
46,321,86,345,37,47
1845,663,1869,687,41,47
1523,583,1606,620,1,48
1357,203,1396,226,3,48
987,582,1028,605,4,48
510,231,548,256,5,48
698,209,736,236,6,48
0,604,39,627,7,48
875,208,911,232,9,48
1271,176,1305,198,10,48
275,561,304,584,12,48
1832,174,1869,198,15,48
1581,387,1623,410,16,48
959,523,999,548,17,48
1571,566,1609,593,21,48
145,266,185,293,22,48
1730,647,1766,671,27,48
102,347,142,371,33,48
53,318,93,343,37,48
1839,662,1864,686,41,48
1517,582,1600,619,1,49
1363,203,1402,226,3,49
981,582,1022,605,4,49
516,231,553,255,5,49
703,208,741,235,6,49
0,604,34,627,7,49
881,208,917,232,9,49
1276,176,1309,198,10,49
270,561,298,584,12,49
1838,174,1875,198,15,49
1591,390,1631,411,16,49
952,523,992,549,17,49
1563,566,1601,592,21,49
150,267,189,293,22,49
1725,646,1760,670,27,49
107,347,148,371,33,49
57,318,98,342,37,49
1835,662,1862,686,41,49
1512,583,1594,620,1,50
1367,203,1406,226,3,50
976,583,1016,605,4,50
522,232,558,256,5,50
709,208,746,235,6,50
0,608,28,629,7,50
886,208,922,232,9,50
1283,176,1316,197,10,50
264,561,292,584,12,50
1831,424,1861,443,14,50
1842,173,1879,197,15,50
1599,391,1640,413,16,50
946,523,985,549,17,50
1555,565,1593,592,21,50
155,266,194,293,22,50
1721,646,1756,669,27,50
116,347,157,371,33,50
65,317,106,342,37,50
1829,661,1857,685,41,50
1509,584,1586,618,1,51
1373,202,1413,226,3,51
970,583,1010,605,4,51
527,232,564,256,5,51
715,208,753,236,6,51
0,608,23,629,7,51
891,206,929,231,9,51
1289,175,1322,196,10,51
257,563,285,585,12,51
1830,423,1864,444,14,51
1847,171,1885,196,15,51
1607,390,1649,414,16,51
938,523,977,548,17,51
1549,565,1587,591,21,51
160,266,199,292,22,51
1716,645,1751,668,27,51
124,346,166,370,33,51
70,318,111,342,37,51
1824,660,1853,684,41,51
1504,583,1583,619,1,52
1378,202,1418,226,3,52
965,583,1005,605,4,52
533,230,571,255,5,52
719,208,756,235,6,52
0,609,18,629,7,52
896,207,933,231,9,52
1294,175,1328,196,10,52
252,564,279,586,12,52
1835,424,1872,445,14,52
1853,171,1891,195,15,52
1616,393,1657,416,16,52
931,524,970,548,17,52
1541,562,1579,589,21,52
163,266,202,292,22,52
1711,645,1747,668,27,52
131,346,173,370,33,52
76,316,119,341,37,52
1818,660,1847,683,41,52
1501,583,1579,618,1,53
1383,202,1423,226,3,53
959,582,1000,605,4,53
539,230,576,254,5,53
725,207,761,234,6,53
0,609,16,630,7,53
903,207,938,230,9,53
1302,175,1335,196,10,53
244,564,271,586,12,53
1844,424,1882,446,14,53
1857,171,1894,195,15,53
1623,394,1664,417,16,53
923,524,962,548,17,53
1534,562,1572,588,21,53
168,265,207,291,22,53
1706,644,1742,667,27,53
137,346,180,370,33,53
83,315,125,341,37,53
1813,659,1844,682,41,53
1492,581,1572,617,1,54
1389,202,1429,225,3,54
953,582,994,605,4,54
544,229,582,254,5,54
730,207,765,233,6,54
0,609,15,630,7,54
909,207,945,230,9,54
1307,175,1341,197,10,54
239,565,266,587,12,54
1852,425,1891,447,14,54
1863,172,1898,195,15,54
1632,396,1672,418,16,54
915,524,953,548,17,54
1528,561,1565,587,21,54
172,263,212,290,22,54
1700,644,1737,667,27,54
144,345,187,369,33,54
88,315,130,340,37,54
1807,658,1839,681,41,54
1486,580,1566,617,1,55
1394,201,1434,225,3,55
947,581,989,604,4,55
551,229,588,253,5,55
735,207,770,233,6,55
0,609,14,630,7,55
915,207,950,229,9,55
1314,175,1349,197,10,55
231,566,259,588,12,55
1858,426,1897,449,14,55
1869,172,1904,195,15,55
1639,396,1681,419,16,55
907,524,944,547,17,55
1521,561,1559,587,21,55
177,263,217,289,22,55
1694,642,1731,665,27,55
152,344,195,368,33,55
94,313,136,338,37,55
1802,657,1836,681,41,55
1481,581,1561,618,1,56
1400,201,1440,225,3,56
942,582,982,604,4,56
555,228,593,253,5,56
741,207,775,232,6,56
0,609,13,630,7,56
920,209,953,229,9,56
1320,175,1354,196,10,56
226,566,253,588,12,56
1868,428,1905,450,14,56
1875,171,1910,194,15,56
1648,397,1689,420,16,56
898,524,937,547,17,56
1514,560,1551,586,21,56
182,262,223,289,22,56
1691,641,1728,665,27,56
158,343,202,367,33,56
100,314,141,339,37,56
1797,655,1831,680,41,56
1482,583,1554,615,1,57
1406,201,1447,225,3,57
935,582,976,604,4,57
562,228,600,254,5,57
747,209,781,233,6,57
0,609,15,632,7,57
923,205,961,229,9,57
1327,174,1362,196,10,57
219,564,247,587,12,57
1877,429,1912,451,14,57
1879,168,1912,192,15,57
