frame_id,x1,y1,x2,y2,confidence
84,616,144,676,207,0.9894006848335266
84,589,6,623,32,0.903649091720581
84,425,132,494,194,0.992397129535675
84,601,48,642,86,0.9821301102638244
84,416,361,545,475,0.9984832406044006
84,1245,993,1445,1079,0.985627293586731
84,534,3,569,32,0.9336707592010498
84,649,1,683,28,0.9446526169776917
84,896,645,1079,933,0.998840868473053
84,597,5,632,29,0.9006990790367126
85,864,416,980,567,0.989959478378296
85,1246,1014,1427,1079,0.9940927624702454
85,614,147,676,212,0.99022114276886
85,424,132,494,195,0.9923720359802246
85,606,54,648,92,0.9904611706733704
85,407,371,540,491,0.998116970062256
85,535,3,571,32,0.9331529140472412
85,647,3,683,29,0.9245963096618652
85,899,642,1077,941,0.9982143640518188
86,592,32,633,66,0.9054394960403442
86,865,418,978,569,0.9881086945533752
86,613,149,675,214,0.9870997071266174
86,423,132,494,194,0.9922733902931212
86,602,54,648,93,0.9899663925170898
86,398,383,534,505,0.9986525177955629
86,1245,1045,1396,1079,0.9165689945220948
86,532,3,570,35,0.9669256806373596
86,646,3,682,30,0.9239708185195924
86,899,642,1077,950,0.9986711740493774
87,613,153,676,216,0.9817929863929749
87,423,133,494,195,0.9913771152496338
87,864,418,978,570,0.9690593481063844
87,595,39,637,78,0.9218499660491944
87,390,395,529,518,0.99891996383667
87,533,5,571,36,0.9777251482009888
87,647,4,683,31,0.9374895691871644
87,897,643,1083,958,0.9980067610740662
87,606,54,652,100,0.988548755645752
88,590,31,631,62,0.921388864517212
88,614,158,676,220,0.9519636034965516
88,422,133,494,195,0.9908055663108826
88,863,421,977,573,0.9954777359962464
88,378,403,525,535,0.9985950589179992
88,535,6,571,37,0.9800878167152404
88,895,653,1088,971,0.9980410933494568
88,607,60,652,103,0.9900467991828918
89,589,30,629,61,0.908640205860138
89,616,159,675,223,0.9652763605117798
89,422,132,494,194,0.9887021780014038
89,862,421,979,576,0.9965582489967346
89,606,63,647,101,0.9889539480209352
89,537,7,572,36,0.9828821420669556
89,647,9,685,36,0.9425063133239746
89,898,667,1087,977,0.9977923631668092
89,610,66,651,104,0.932589590549469
89,366,409,519,552,0.9982889294624328
90,616,162,676,225,0.9721092581748962
90,422,132,493,195,0.9901418089866638
90,538,7,575,38,0.979893445968628
90,862,422,978,578,0.9921056032180786
90,606,65,648,103,0.991487979888916
90,650,11,688,38,0.9577890634536744
90,900,682,1091,989,0.998047947883606
90,356,422,511,569,0.9979234933853148
91,424,132,492,194,0.9903963804244996
91,615,165,677,230,0.9833941459655762
91,536,7,572,39,0.913520574569702
91,537,7,574,39,0.9741703271865844
91,863,423,980,584,0.9945053458213806
91,608,68,648,105,0.9920159578323364
91,482,63,523,116,0.916228413581848
91,650,12,688,39,0.9605911374092102
91,901,689,1093,998,0.9980883002281188
91,344,437,504,585,0.9972710013389589
91,595,26,633,59,0.9182155728340148
92,425,132,492,194,0.9894044399261476
92,614,168,678,233,0.9819841980934144
92,537,8,572,39,0.9272763133049012
92,538,8,574,39,0.9737696647644044
92,864,425,979,585,0.99635112285614
92,607,69,648,105,0.9917463064193726
92,484,64,523,116,0.901481032371521
92,651,12,687,39,0.963394582271576
92,901,694,1093,1010,0.9984256029129028
92,333,448,499,601,0.9976073503494264
92,595,23,634,58,0.9298983216285706
93,424,133,492,194,0.9903964996337892
93,614,171,677,239,0.9769073724746704
93,538,8,573,39,0.9501033425331116
93,539,8,575,39,0.972649097442627
93,864,426,978,586,0.985040843486786
93,483,65,521,116,0.9240667819976808
93,651,13,688,40,0.97423255443573
93,901,703,1096,1022,0.997847318649292
93,610,73,650,109,0.9918049573898317
93,319,459,496,622,0.99782794713974
93,595,25,633,58,0.9511667490005492
94,424,134,492,194,0.9897340536117554
94,616,175,677,242,0.9419682621955872
94,539,9,574,39,0.9688639044761658
94,541,9,576,39,0.9582207202911376
94,864,430,980,587,0.9943667054176332
94,483,65,520,115,0.9048724174499512
94,653,13,690,41,0.9779663681983948
94,907,710,1096,1032,0.9980242252349854
94,611,73,653,113,0.9918185472488404
94,304,472,487,641,0.9978570342063904
95,424,134,491,194,0.9879799485206604
95,539,9,573,39,0.9269461631774902
95,541,9,576,40,0.9745919108390808
95,864,430,979,590,0.9898234009742736
95,654,12,689,41,0.9798536896705629
95,907,718,1100,1046,0.9978076815605164
95,611,73,653,113,0.9911534190177916
95,610,178,675,246,0.9458556175231934
95,290,486,478,660,0.9972694516181946
96,424,133,491,194,0.9886906147003174
96,612,182,677,250,0.9814332127571106
96,539,9,573,40,0.9249138832092284
96,541,9,576,41,0.9773213267326356
96,865,434,980,592,0.9860602617263794
96,654,13,692,43,0.9795119762420654
96,904,725,1100,1062,0.9980713725090028
96,611,74,654,115,0.992473602294922
96,272,503,473,686,0.9980758428573608
97,425,134,492,195,0.9904324412345886
97,609,186,678,256,0.9884594082832336
97,541,8,576,42,0.979999542236328
97,863,434,982,597,0.993938446044922
97,655,14,692,43,0.978480100631714
97,908,732,1101,1069,0.9980596899986268
97,610,75,654,117,0.9931419491767884
97,256,521,460,706,0.997567653656006
97,595,33,634,65,0.9100520014762878
98,424,133,492,194,0.9908214211463928
98,608,189,679,263,0.9863098859786988
98,540,9,577,42,0.9844048619270324
98,865,436,982,602,0.9937082529067992
98,596,44,636,78,0.9145328998565674
98,656,12,693,43,0.9839019179344176
98,907,739,1101,1074,0.9980873465538024
98,611,76,655,118,0.992532193660736
98,238,538,454,733,0.9980143308639526
99,424,133,492,195,0.9916902780532836
99,612,77,654,119,0.986381471157074
99,609,193,680,266,0.9885504841804504
99,539,9,574,41,0.9186131358146667
99,540,13,576,43,0.9804839491844176
99,864,437,984,607,0.9971675276756288
99,597,44,636,77,0.9092360138893129
99,657,13,693,43,0.9785481691360474
99,910,747,1105,1075,0.998485505580902
99,219,555,444,760,0.9984230995178224
100,425,133,492,195,0.9914306998252868
100,608,197,680,267,0.9897728562355042
100,539,15,574,43,0.9779852628707886
100,865,441,985,610,0.9883373379707336
100,596,44,638,80,0.9217992424964904
100,536,10,571,41,0.936384618282318
100,658,14,696,46,0.9841777086257936
100,915,752,1108,1075,0.9981738328933716
100,610,78,656,122,0.9926099181175232
100,198,571,434,787,0.9979495406150818
101,607,83,651,125,0.9914963245391846
101,424,134,492,195,0.991357922554016
101,609,202,680,270,0.9914884567260742
101,539,15,576,44,0.9834930896759032
101,862,445,985,612,0.9765022993087769
101,596,48,638,84,0.91726416349411
101,658,13,697,47,0.9867025017738342
101,914,760,1105,1075,0.9975008368492126
101,175,591,414,817,0.9982934594154358
102,607,85,652,126,0.9924558401107788
102,424,133,492,194,0.9915181994438172
102,603,31,644,66,0.9101661443710328
102,610,207,680,277,0.9929256439208984
102,539,18,576,44,0.9778000116348268
102,864,448,984,615,0.9896833896636964
102,658,13,696,47,0.9867544770240784
102,917,770,1111,1076,0.997670352458954
102,148,613,403,849,0.9982172846794128
102,598,30,638,66,0.929739475250244
103,424,133,491,195,0.9912902116775512
103,602,31,642,66,0.9021753668785096
103,609,210,678,282,0.9737701416015624
103,540,15,576,46,0.9818902015686036
103,864,451,983,617,0.9940363168716432
103,656,13,696,48,0.9864091873168944
103,916,778,1101,1075,0.9957844614982604
103,609,84,656,128,0.9927783608436584
103,634,0,666,21,0.9276435971260072
103,117,632,386,881,0.998149037361145
103,597,31,637,67,0.945015013217926
104,423,133,491,195,0.9919466376304626
104,602,30,645,67,0.9251244068145752
104,606,213,680,286,0.9893189072608948
104,538,18,576,48,0.9816283583641052
104,864,456,984,620,0.9924887418746948
104,601,56,644,96,0.9204800128936768
104,657,12,699,50,0.9856578707695008
104,920,786,1104,1075,0.9925406575202942
104,609,87,658,131,0.9918994903564452
104,633,0,665,21,0.9355085492134094
104,94,660,374,921,0.9988918900489808
104,598,29,640,67,0.9403839707374572
105,605,89,653,131,0.991431474685669
105,425,134,492,195,0.9912464022636414
105,605,214,682,294,0.986233115196228
105,538,18,575,49,0.9489286541938782
105,539,17,575,48,0.9332592487335204
105,866,457,987,629,0.9954018592834472
105,601,54,644,92,0.9343464374542236
105,660,17,701,51,0.9861980080604552
105,920,792,1105,1055,0.9963410496711732
105,636,0,668,23,0.9280019998550416
105,68,678,362,955,0.9986810088157654
105,597,29,641,65,0.930149793624878
106,606,91,652,134,0.9922385811805724
106,425,133,492,194,0.992648422718048
106,604,29,647,65,0.9258064031600952
106,608,222,682,299,0.9935792684555054
106,537,19,575,50,0.9773859977722168
106,866,459,986,631,0.997675359249115
106,662,17,702,49,0.9778074026107788
106,922,804,1107,1064,0.9815480709075928
106,638,0,670,23,0.9417316317558287
106,36,704,345,997,0.9986398816108704
106,600,28,642,64,0.9551587104797364
107,606,93,654,137,0.991551637649536
107,424,132,492,194,0.9930985569953918
107,603,29,649,70,0.9241560697555542
107,603,228,684,307,0.9952450394630432
107,537,20,576,50,0.9774066209793092
107,865,462,990,636,0.988671898841858
107,926,816,1110,1072,0.9939258694648744
107,640,0,671,24,0.9524467587471008
107,4,730,321,1044,0.9977914094924928
107,665,24,706,53,0.9862516522407532
107,599,29,645,71,0.9760392904281616
108,606,95,655,140,0.9902158975601196
108,425,133,492,196,0.9937335848808287
108,604,234,682,310,0.9947629570961
108,540,20,579,52,0.9771191477775574
108,866,462,990,639,0.94411700963974
108,607,66,653,106,0.9554663896560668
108,925,825,1119,1076,0.996866762638092
108,642,0,673,25,0.906730592250824
108,0,757,300,1070,0.9982276558876038
108,667,26,707,56,0.9865521788597108
108,601,32,646,73,0.9669309854507446
109,610,98,656,142,0.9884768724441528
109,424,134,493,196,0.992111325263977
109,607,31,651,66,0.9347932934761048
109,603,237,682,314,0.9900164008140564
109,539,21,581,53,0.9838966131210328
109,866,464,993,642,0.9498061537742616
109,602,67,648,102,0.9538479447364808
109,922,838,1127,1076,0.9957311749458312
109,638,0,669,24,0.9047580361366272
109,0,787,282,1073,0.9974090456962584
109,667,26,707,56,0.986228048801422
109,603,30,646,66,0.952513873577118
110,608,97,656,145,0.9789468050003052
110,424,135,492,197,0.9917640089988708
110,602,241,679,317,0.987576961517334
110,538,21,582,54,0.985149621963501
110,866,468,994,648,0.9758944511413574
110,597,66,650,107,0.9752004742622375
110,919,847,1122,1076,0.9867838621139526
110,637,0,669,25,0.900790810585022
110,0,824,261,1069,0.9961511492729188
110,667,27,708,58,0.9846634864807128
110,601,29,648,70,0.9705321192741394
111,425,136,492,198,0.989482045173645
111,601,246,682,325,0.9923604130744934
111,539,26,582,58,0.9811107516288756
111,866,473,995,651,0.988722324371338
111,599,73,648,109,0.9841827750205994
111,919,859,1124,1077,0.9937011003494264
111,0,860,237,1076,0.9983036518096924
111,670,30,710,61,0.9881934523582458
111,603,30,647,68,0.9774967432022096
112,426,136,492,198,0.9890755414962769
112,600,252,681,331,0.9884921312332152
112,539,26,583,59,0.9847609996795654
112,865,476,996,655,0.9895378351211548
112,597,72,647,110,0.9802587032318116
112,616,108,662,151,0.9719901084899902
112,917,872,1124,1076,0.995142698287964
112,638,2,673,28,0.906127154827118
112,0,895,210,1077,0.998349666595459
112,671,30,710,63,0.9860931634902954
112,605,30,647,66,0.9777079224586488
113,594,76,645,115,0.9667330980300904
113,598,257,680,335,0.9877724051475524
113,539,28,582,61,0.9809433817863464
113,595,72,647,110,0.9803654551506042
113,615,109,662,153,0.9255236983299256
113,919,885,1123,1077,0.9905561804771424
113,639,2,674,29,0.92078697681427
113,0,935,185,1078,0.9975658655166626
113,671,30,710,64,0.9873148202896118
113,424,136,492,198,0.9871227741241456
113,606,31,646,66,0.9821385145187378
114,595,78,646,118,0.9823507070541382
114,597,259,677,344,0.9901003241539
114,538,30,582,62,0.981862246990204
114,596,73,647,112,0.9699816703796388
114,923,894,1120,1078,0.9892674088478088
114,641,3,677,30,0.9457834362983704
114,0,981,150,1079,0.980529487133026
114,671,34,710,66,0.9903319478034972
114,423,137,492,199,0.9863128066062928
114,607,34,646,67,0.98418390750885
115,594,77,648,119,0.98365581035614
115,595,264,678,353,0.9943325519561768
115,423,137,494,199,0.9918198585510254
115,537,28,582,63,0.9826268553733826
115,867,488,996,675,0.986259698867798
115,595,73,648,113,0.975386083126068
115,915,906,1127,1078,0.97757226228714
115,640,3,676,31,0.9138233065605164
115,0,1027,121,1079,0.9173936247825624
115,674,39,712,68,0.9882224202156068
115,606,34,647,68,0.9834771752357484
116,596,78,649,117,0.992279052734375
116,536,28,583,64,0.9838825464248656
116,865,492,999,683,0.987302541732788
116,592,273,677,361,0.9833046197891236
116,645,9,682,36,0.9208967685699464
116,921,921,1128,1078,0.9806219339370728
116,674,40,713,69,0.9870354533195496
116,424,138,492,199,0.9866338968276978
116,604,33,646,68,0.985181212425232
117,596,78,648,119,0.9905567169189452
117,609,118,667,167,0.9896063208580016
117,536,27,584,65,0.9837248921394348
117,867,497,998,687,0.9786757826805116
117,590,278,677,367,0.9532737731933594
117,647,11,683,37,0.9206919074058532
117,925,934,1128,1079,0.9856972694396972
117,677,42,715,69,0.9839387536048888
117,424,138,492,199,0.9844607710838318
117,604,33,646,68,0.9858048558235168
118,595,80,649,121,0.9894652366638184
118,610,120,666,170,0.986554741859436
118,535,27,583,66,0.9822713136672974
118,868,503,1000,692,0.9203701615333556
118,588,282,676,373,0.937641441822052
118,868,503,996,695,0.9445365071296692
118,649,12,685,38,0.924740195274353
118,921,951,1126,1079,0.9914173483848572
118,678,43,715,70,0.983310043811798
118,424,139,492,199,0.9770191311836244
118,606,34,645,66,0.982876479625702
119,612,122,666,171,0.988295555114746
119,534,27,583,68,0.9772462844848632
119,868,506,997,701,0.931983768939972
119,596,78,650,121,0.9878119826316832
119,587,293,674,379,0.9685987830162048
119,870,507,999,699,0.9214077591896056
119,924,966,1128,1079,0.9934079647064208
119,645,9,682,35,0.9283535480499268
119,678,44,716,71,0.9778283834457396
119,423,139,491,198,0.9856234788894652
119,605,34,646,68,0.9749812483787536
120,597,82,649,125,0.9907417893409728
120,613,126,668,174,0.9877761602401732
120,532,29,584,70,0.9839402437210084
120,868,509,1002,703,0.9304601550102234
120,586,299,673,389,0.9759544730186462
120,651,15,688,40,0.9620175957679749
120,932,982,1127,1079,0.9945025444030762
120,679,44,719,73,0.9790014028549194
120,424,139,492,199,0.9853089451789856
120,605,36,647,70,0.9822577834129332
121,598,84,649,127,0.989225685596466
121,613,128,669,176,0.9891110062599182
121,424,139,493,199,0.9891315698623656
121,532,29,586,71,0.9846567511558532
121,868,513,1003,710,0.9707552790641784
121,581,303,675,397,0.9871980547904968
121,651,17,690,41,0.9586033821105956
121,932,998,1121,1079,0.9954084753990172
121,679,44,721,74,0.9798635840415956
121,604,36,646,70,0.9806472063064576
122,599,86,649,129,0.9848828911781312
122,613,132,671,179,0.9801156520843506
122,533,32,587,72,0.9838992357254028
122,600,84,649,125,0.9244319796562196
122,579,308,674,405,0.989713191986084
122,869,515,1003,716,0.988000214099884
122,653,18,693,42,0.9494711756706238
122,942,1013,1118,1079,0.9906617999076844
122,647,15,687,39,0.9330840110778807
122,428,144,492,201,0.9864609241485596
122,679,46,722,76,0.9811278581619264
122,604,38,647,75,0.9778929352760316
123,614,133,672,182,0.9878677129745485
123,424,139,493,199,0.9875857830047609
123,532,30,586,72,0.9802990555763244
123,869,517,1002,724,0.9821955561637878
123,600,87,649,126,0.9859777688980104
123,575,312,671,413,0.9891619682312012
123,648,15,689,39,0.9728792905807496
123,679,46,722,76,0.9800370931625366
123,603,39,649,78,0.9805399179458618
124,599,91,649,131,0.9652594923973083
124,614,134,672,182,0.9883667826652528
124,529,31,585,74,0.9786419868469238
124,599,89,651,128,0.9825337529182434
124,569,319,668,426,0.907320201396942
124,572,320,672,426,0.9323962926864624
124,871,522,1003,732,0.9798219203948976
124,653,18,693,43,0.9300455451011658
124,649,15,688,40,0.9641380906105042
124,427,141,492,199,0.9862399697303772
124,680,46,723,77,0.9805208444595336
124,604,40,650,79,0.981461226940155
125,598,92,650,132,0.9344627857208252
125,614,138,673,185,0.9879306554794312
125,423,140,493,201,0.9835989475250244
125,533,34,585,77,0.9818949103355408
125,598,90,651,130,0.9831337332725524
125,567,329,669,431,0.9892906546592712
125,871,529,1006,740,0.9782665371894836
125,651,16,691,41,0.9758643507957458
125,681,46,725,81,0.9851480722427368
125,603,43,648,80,0.9751546382904052
126,613,140,672,189,0.9892221689224244
126,423,140,493,201,0.9890734553337096
126,533,34,587,78,0.9820410013198853
126,870,533,1005,746,0.9900504350662231
126,597,91,651,132,0.9888427257537842
126,565,337,668,441,0.9935736060142516
126,652,16,691,42,0.9752325415611268
126,681,47,729,82,0.988985538482666
126,603,43,649,81,0.9760106801986694
127,614,140,673,191,0.9871329069137572
127,534,36,588,79,0.9827813506126404
127,598,91,652,135,0.9903781414031982
127,564,342,667,453,0.9805429577827454
127,872,539,1005,753,0.9659589529037476
127,652,16,693,43,0.978943645954132
127,428,144,492,201,0.9869742393493652
127,682,49,731,84,0.9878487586975098
127,604,44,650,83,0.9785529375076294
128,613,140,674,191,0.9906472563743592
128,534,35,587,80,0.9829337000846864
128,597,94,652,140,0.9869065284729004
128,560,349,666,465,0.9854608178138732
128,870,544,1007,758,0.99316143989563
128,655,18,691,44,0.9806696772575378
128,427,143,492,200,0.986076593399048
128,682,50,732,87,0.9879956841468812
128,602,45,651,86,0.9785429239273072
129,615,143,674,195,0.9915459752082824
129,534,35,587,81,0.982612371444702
129,600,94,654,142,0.9856972694396972
129,556,354,664,475,0.988459289073944
129,870,548,1008,767,0.9876563549041748
129,654,20,693,46,0.97633957862854
129,427,142,492,201,0.9858714938163756
129,684,51,733,89,0.9891319870948792
129,605,48,652,90,0.9754859805107116
130,603,102,656,151,0.954313576221466
130,615,143,675,197,0.9928256273269652
130,536,39,586,82,0.9804240465164183
130,548,364,658,484,0.9366236329078674
130,551,364,660,482,0.9676685333251952
130,869,555,1007,774,0.9644754528999328
130,654,21,694,46,0.9758499264717102
130,426,143,492,201,0.9832242727279664
130,685,53,734,90,0.9893959164619446
130,606,47,653,89,0.9810889959335328
131,616,150,675,204,0.9938969016075134
131,424,140,492,201,0.956672430038452
131,538,43,587,82,0.9834113717079164
131,601,96,656,146,0.9922676682472228
131,546,373,656,492,0.991060197353363
131,870,556,1010,784,0.9895500540733336
131,654,21,695,46,0.9711252450942992
131,427,144,492,201,0.965575397014618
131,687,55,735,92,0.9905478358268738
131,605,46,655,91,0.9773987531661988
132,616,149,675,204,0.9931435585021972
132,423,141,492,202,0.981490969657898
132,538,45,587,84,0.9862945675849916
132,543,387,650,505,0.9736992716789246
132,868,562,1011,789,0.9874371290206908
132,654,20,695,45,0.9693922996520996
132,604,99,658,149,0.9918550252914428
132,688,55,735,93,0.9916674494743348
132,605,48,656,92,0.9839417338371276
133,617,156,676,210,0.9924449324607848
133,424,141,493,202,0.986730933189392
133,537,43,587,85,0.9838479161262512
133,603,99,657,149,0.9933359622955322
133,536,393,648,519,0.98683363199234
133,867,568,1013,799,0.9925583600997924
133,655,22,695,47,0.9615522623062134
133,689,56,734,94,0.9903994202613832
133,607,51,653,92,0.9667732119560242
134,615,159,677,215,0.9918045997619628
134,591,14,624,41,0.91512131690979
134,538,47,586,87,0.9854942560195924
134,603,99,657,149,0.9911245703697203
134,531,401,648,531,0.987727165222168
134,869,576,1015,809,0.9933829307556152
134,656,23,696,49,0.9630498290061952
134,428,144,492,202,0.9788757562637328
134,690,58,736,95,0.9916011095046996
134,606,53,654,97,0.968733012676239
135,616,161,678,215,0.9925763607025146
135,424,141,492,201,0.9839521050453186
135,538,48,587,88,0.9853824377059937
135,520,407,646,544,0.9968083500862122
135,868,582,1018,817,0.9939171671867372
135,656,22,696,50,0.906235694885254
135,606,103,661,153,0.9935622215270996
135,691,58,738,96,0.9909017086029052
135,606,52,653,95,0.9633640646934508
136,604,109,659,157,0.9907237887382508
136,615,166,676,217,0.9947260022163392
136,596,15,630,45,0.9099326133728028
136,424,141,492,201,0.9840028882026672
136,540,52,588,90,0.9873047471046448
136,515,416,642,555,0.9945218563079834
136,667,33,707,61,0.948563039302826
136,866,588,1019,827,0.9920839071273804
136,692,63,739,99,0.9918792843818665
136,603,55,651,91,0.9615954756736756
137,609,65,655,98,0.9297245740890504
137,613,168,676,220,0.9931372404098512
137,425,141,493,201,0.9835844039916992
137,538,51,588,89,0.9872625470161438
137,602,109,657,156,0.9896542429924012
137,508,428,638,570,0.9912444949150084
137,539,14,571,41,0.907701313495636
137,669,33,708,60,0.970925271511078
137,867,594,1019,839,0.9907476902008056
137,694,65,741,101,0.9892969727516174
137,604,25,646,53,0.9378140568733216
138,601,113,659,162,0.9893416166305542
138,613,172,677,223,0.9931299090385436
138,537,48,587,90,0.9884013533592224
138,504,442,638,587,0.9914138317108154
138,537,12,568,37,0.922835886478424
138,669,33,709,61,0.9736437797546388
138,868,599,1020,849,0.9904102087020874
138,427,143,492,201,0.9819599390029908
138,694,65,741,102,0.9917523264884948
138,601,24,643,52,0.911398470401764
139,611,63,659,97,0.9250271916389464
139,614,171,678,226,0.9897167086601256
139,424,141,493,201,0.984167754650116
139,537,49,587,90,0.985693097114563
139,497,450,633,599,0.9946783781051636
139,671,34,708,61,0.9616010189056396
139,867,607,1019,859,0.9932888150215148
139,603,114,662,164,0.9905886650085448
139,696,69,744,103,0.989448070526123
140,613,157,674,214,0.9894184470176696
140,537,50,586,93,0.9395021200180054
140,425,141,493,201,0.9837260842323304
140,538,50,588,91,0.9837820529937744
140,612,68,659,105,0.9641945362091064
140,491,460,630,611,0.9859429597854614
140,670,34,708,62,0.9696292877197266
140,869,612,1022,869,0.9920152425765992
140,604,116,661,166,0.9768229722976683
140,697,69,746,105,0.9894854426383972
140,601,24,641,51,0.9132229089736938
141,613,169,676,227,0.9915549159049988
141,425,141,493,201,0.9856960773468018
141,535,52,588,93,0.9857126474380492
141,611,68,658,106,0.9595248699188232
141,483,472,629,631,0.9965763688087464
141,669,34,709,64,0.967452585697174
141,869,619,1023,884,0.9431962370872498
141,699,69,748,106,0.9893073439598083
141,599,23,640,51,0.9273533821105956
142,605,122,663,173,0.9832618236541748
142,615,175,677,233,0.9897778630256652
142,424,141,493,201,0.9876912832260132
142,536,52,588,95,0.98762708902359
142,611,69,657,109,0.9618823528289796
142,475,486,625,645,0.9937381744384766
142,669,36,713,67,0.9663711786270142
142,866,627,1024,896,0.9947275519371032
142,699,69,749,109,0.9892890453338624
142,601,24,639,52,0.9272418022155762
143,611,178,679,242,0.989770531654358
143,536,52,589,95,0.9860994219779968
143,609,70,658,112,0.9652265310287476
143,462,498,622,661,0.9964115023612976
143,863,633,1024,908,0.997189462184906
143,425,142,493,200,0.9846184849739076
143,663,32,708,63,0.9373009204864502
143,604,122,663,174,0.982539176940918
143,699,70,751,112,0.9907689690589904
143,600,27,640,56,0.946767807006836
144,603,125,663,179,0.9430108666419984
144,610,181,680,246,0.9930797219276428
144,425,142,493,201,0.9907743334770204
144,535,50,588,98,0.9842556118965148
144,609,72,656,115,0.9660128355026244
144,456,512,615,683,0.99739009141922
144,541,14,570,40,0.9404021501541138
144,863,641,1027,923,0.991243839263916
144,662,31,707,64,0.950846552848816
144,700,70,753,115,0.991854190826416
144,601,28,641,58,0.9468740224838256
145,609,177,678,244,0.9955417513847352
145,426,141,493,201,0.9893556237220764
145,534,57,586,99,0.9771879315376282
145,609,74,657,117,0.9717483520507812
145,445,520,614,701,0.9938919544219972
145,539,15,568,40,0.9452147483825684
145,862,647,1029,936,0.993714153766632
145,663,33,709,67,0.962632954120636
145,603,127,663,180,0.9040003418922424
145,702,70,753,115,0.9888466000556946
145,599,30,642,61,0.9730342626571656
146,609,181,680,249,0.9951022863388062
146,536,55,587,100,0.9820512533187866
146,610,74,656,117,0.97896009683609
146,434,534,606,723,0.9915962815284728
146,539,15,568,41,0.9516995549201964
146,859,651,1030,950,0.997108519077301
146,664,35,709,70,0.963976800441742
146,427,142,492,200,0.9885423183441162
146,704,72,754,116,0.9876497387886048
146,604,33,642,64,0.973922610282898
147,611,187,680,256,0.9940887689590454
147,535,54,587,102,0.9783399701118468
147,612,75,654,117,0.976711094379425
147,422,552,601,744,0.9946035742759703
147,538,15,568,41,0.9454389810562134
147,666,37,708,72,0.9626023769378662
147,860,661,1032,964,0.9912571907043456
147,604,131,666,186,0.975304901599884
147,425,141,492,201,0.9872300028800964
147,705,75,753,117,0.9873244762420654
147,606,35,644,65,0.9753785729408264
148,611,193,681,260,0.9948427081108092
148,424,141,493,202,0.9870609045028688
148,534,56,588,104,0.963068425655365
148,612,79,656,123,0.9842055439949036
148,408,568,592,765,0.9958655834197998
148,539,16,569,41,0.9407732486724854
148,665,40,707,74,0.9678328633308412
148,857,669,1033,980,0.9913160800933838
148,608,137,665,191,0.9544647932052612
148,706,76,753,118,0.989246904850006
148,607,35,647,67,0.9787948727607728
149,610,37,653,73,0.9523794651031494
149,612,188,678,256,0.9954627156257628
149,425,141,493,201,0.9861743450164796
149,535,60,589,106,0.9808790683746338
149,612,80,657,123,0.9803012013435364
149,401,585,587,789,0.9975696206092834
149,538,17,569,43,0.9341755509376526
149,663,40,707,76,0.9742311835289
149,857,680,1032,997,0.9951093792915344
149,706,78,754,120,0.9885027408599854
149,607,34,650,71,0.9770307540893556
150,610,36,653,72,0.9499454498291016
150,608,160,672,228,0.9950478672981262
150,424,140,492,201,0.9882224202156068
150,535,65,588,110,0.9854208827018738
150,612,80,657,125,0.9817075133323668
150,385,601,582,814,0.9970065951347352
150,538,17,568,43,0.9278335571289062
150,663,39,708,77,0.9592012166976928
150,858,691,1032,1012,0.9979076385498048
150,706,78,753,121,0.9887318015098572
150,606,34,649,70,0.9770863652229308
151,609,201,682,274,0.9946151375770568
151,424,140,492,201,0.9886893630027772
151,534,65,590,112,0.9831827878952026
151,612,83,658,128,0.9788539409637452
151,372,617,571,838,0.9976160526275636
151,541,16,571,42,0.9478233456611632
151,663,40,710,79,0.9387816190719604
151,856,701,1033,1026,0.9982054233551024
151,706,79,753,123,0.987866759300232
151,605,36,648,72,0.982267200946808
152,608,171,674,245,0.9945865869522096
152,424,139,493,200,0.985570192337036
152,533,64,589,112,0.984743595123291
152,613,85,661,131,0.9736015200614928
152,356,636,561,867,0.9980111122131348
152,540,16,571,42,0.9434026479721068
152,664,40,711,79,0.9368464946746826
152,855,711,1036,1044,0.9982909560203552
152,706,80,754,124,0.9878658652305604
152,606,36,647,74,0.976844608783722
153,607,204,682,283,0.9948937892913818
153,424,140,493,201,0.9878466725349426
153,531,63,590,113,0.9846599102020264
153,613,84,662,134,0.9818170070648192
153,342,657,553,897,0.9980092644691468
153,540,18,572,44,0.962372362613678
153,663,39,711,80,0.9527891278266908
153,852,719,1038,1065,0.99637633562088
153,706,83,757,128,0.989764928817749
153,605,35,648,76,0.9783188700675964
154,605,152,672,214,0.9922539591789246
154,589,3,617,29,0.9078121185302734
154,424,140,493,201,0.9896648526191713
154,532,64,591,115,0.9837360978126526
154,612,88,666,142,0.974130392074585
154,326,676,546,928,0.9983617663383484
154,608,228,680,297,0.9719133973121644
154,543,16,575,42,0.9435027241706848
154,664,43,713,82,0.9470698833465576
154,853,730,1037,1074,0.996241331100464
154,706,83,760,129,0.98810613155365
154,606,39,651,78,0.9772516489028932
155,609,41,653,76,0.9727522730827332
155,604,164,674,229,0.9942678213119508
155,590,3,618,29,0.9143499732017516
155,424,140,493,200,0.9860365390777588
155,534,67,592,117,0.9864046573638916
155,611,91,666,144,0.9779451489448548
155,308,700,537,960,0.9979422688484192
155,545,14,577,41,0.9458513259887696
155,665,42,714,82,0.9404546618461608
155,853,744,1042,1075,0.998076319694519
155,709,86,765,130,0.989517867565155
156,603,161,672,225,0.991999089717865
156,592,5,619,30,0.9175006747245787
156,425,141,494,201,0.9886634945869446
156,534,69,593,119,0.987943470478058
156,612,92,665,143,0.9792405366897584
