frame_id,x1,y1,x2,y2,confidence
9,597,9,637,42,0.9830195307731628
9,522,137,588,204,0.99380761384964
9,226,517,420,689,0.9981620907783508
9,539,41,589,84,0.9912312626838684
10,846,304,946,426,0.994379699230194
10,578,273,675,372,0.9965415596961976
10,418,117,489,179,0.9917650818824768
10,889,449,1021,634,0.9981617331504822
10,599,11,637,42,0.9741190671920776
10,521,141,589,210,0.992029309272766
10,213,532,412,706,0.9982699155807496
10,540,43,590,84,0.9884846806526184
11,846,307,947,428,0.9926565289497375
11,576,278,676,379,0.9968805313110352
11,419,117,491,179,0.992540180683136
11,888,450,1024,639,0.998454451560974
11,597,13,637,43,0.983625054359436
11,520,145,589,215,0.9927023649215698
11,198,544,403,727,0.9984951019287108
11,541,49,593,90,0.9905608296394348
12,847,309,946,429,0.9931225180625916
12,575,285,673,388,0.9970831274986268
12,418,117,490,180,0.9932070374488832
12,887,451,1024,640,0.998277187347412
12,596,12,637,44,0.9859437942504884
12,518,149,588,216,0.995074450969696
12,180,558,393,747,0.9985209107398988
12,539,51,592,92,0.9920099973678588
13,846,310,949,432,0.9927207231521606
13,572,292,673,397,0.9974160194396972
13,419,117,491,180,0.9927573204040528
13,886,453,1024,642,0.997998058795929
13,597,12,637,44,0.9746819734573364
13,516,151,587,220,0.9944174289703368
13,164,575,380,769,0.9981340765953064
13,539,52,593,95,0.9920933842658995
14,850,312,949,433,0.9886716604232788
14,566,301,674,404,0.9974287152290344
14,419,118,491,180,0.992641270160675
14,886,456,1024,646,0.998488426208496
14,599,19,640,50,0.9557403922080994
14,516,159,586,225,0.9960373640060424
14,145,592,369,794,0.998345136642456
14,538,54,594,97,0.9924317598342896
15,851,312,950,434,0.9927008152008056
15,596,303,665,361,0.908044159412384
15,419,117,491,180,0.9917389154434204
15,886,458,1024,648,0.9981683492660522
15,560,311,670,415,0.995031714439392
15,598,17,640,50,0.9579908847808838
15,516,160,585,229,0.9945183396339417
15,122,609,358,816,0.998604953289032
15,538,55,593,100,0.992952048778534
16,852,315,950,438,0.9869967699050904
16,559,309,669,425,0.9971587657928468
16,419,117,490,179,0.993010938167572
16,888,460,1024,649,0.9979996085166932
16,599,21,639,52,0.9756483435630798
16,516,166,585,235,0.9949181079864502
16,102,628,344,843,0.9987058639526368
16,539,56,593,101,0.9927288889884948
17,575,313,661,373,0.9602431058883668
17,852,321,950,440,0.992460310459137
17,419,117,489,180,0.9915748238563538
17,553,325,663,438,0.9897643327713012
17,889,464,1024,652,0.9970027804374696
17,597,21,638,55,0.9717318415641784
17,513,170,586,241,0.9929848313331604
17,83,644,332,869,0.9988799691200256
17,540,59,593,105,0.9903297424316406
18,572,318,661,388,0.9515413641929626
18,853,322,951,442,0.9890264868736268
18,418,116,490,179,0.9923455119132996
18,551,342,659,444,0.9941701889038086
18,890,465,1025,655,0.997119665145874
18,597,22,639,58,0.9779430627822876
18,512,173,584,246,0.9933907985687256
18,63,663,318,896,0.998953104019165
18,539,59,594,108,0.9908213019371032
19,571,326,661,395,0.972018837928772
19,854,324,952,444,0.990182101726532
19,419,116,490,180,0.9929012656211852
19,548,355,659,457,0.9959671497344972
19,889,469,1027,655,0.9976918697357178
19,597,24,640,61,0.9806503653526306
19,510,178,584,253,0.9932265877723694
19,43,684,302,926,0.9989880919456482
19,538,63,594,111,0.9911516308784484
20,569,335,661,400,0.9789750576019288
20,855,324,953,446,0.9930429458618164
20,419,117,490,180,0.9924618601799012
20,542,352,656,464,0.9956276416778564
20,889,471,1026,658,0.9978508949279784
20,600,25,643,63,0.9890726208686828
20,508,181,583,261,0.992669939994812
20,13,705,288,957,0.9987832903862
20,538,64,594,114,0.9926325678825378
21,556,344,651,405,0.9697171449661256
21,853,326,954,449,0.992157220840454
21,418,117,490,181,0.9921412467956544
21,537,375,649,474,0.995598316192627
21,599,25,643,63,0.9840549826622008
21,888,472,1026,659,0.9981563687324524
21,503,192,582,264,0.9940815567970276
21,0,727,272,990,0.9979693293571472
21,537,67,594,116,0.9926310777664183
22,551,350,649,418,0.926113486289978
22,853,326,953,454,0.9913133978843688
22,419,117,491,181,0.992466151714325
22,535,376,648,489,0.9930450320243835
22,600,26,644,64,0.9868860244750975
22,888,472,1028,664,0.9981812238693236
22,505,193,584,269,0.9944614171981812
22,0,750,257,1029,0.9988780617713928
22,539,69,596,118,0.9933176040649414
23,855,330,954,456,0.9897006750106812
23,552,358,657,455,0.993187665939331
23,419,117,491,181,0.991716206073761
23,529,394,645,499,0.9953000545501708
23,602,27,644,67,0.9878664016723632
23,887,475,1029,667,0.9976696372032166
23,503,196,583,275,0.993575155735016
23,0,774,242,1063,0.9983456134796144
23,538,71,596,121,0.9893071055412292
24,556,365,647,457,0.988711714744568
24,856,334,954,458,0.9903457760810852
24,600,366,651,453,0.9090780019760132
24,419,117,491,180,0.990575909614563
24,525,394,644,512,0.9953704476356506
24,603,28,645,68,0.9856716394424438
24,888,477,1027,667,0.998397409915924
24,500,203,581,281,0.9927147030830384
24,0,797,226,1074,0.9986831545829772
24,539,70,598,124,0.9889927506446838
25,855,334,954,459,0.9919397234916688
25,547,374,647,476,0.966083824634552
25,419,118,491,182,0.9911496639251708
25,517,387,643,525,0.9941542744636536
25,601,28,646,73,0.9859812259674072
25,888,478,1030,672,0.9980467557907104
25,495,207,577,289,0.9917839765548706
25,0,827,202,1077,0.9990155696868896
25,538,72,598,127,0.9915040135383606
26,861,338,954,459,0.9935904741287231
26,553,383,640,471,0.9833569526672364
26,420,117,491,181,0.9923474788665771
26,512,401,637,537,0.9914092421531676
26,602,32,645,75,0.9861465096473694
26,890,481,1030,674,0.998543620109558
26,494,213,578,298,0.9913955330848694
26,0,852,179,1076,0.998540997505188
26,540,74,598,128,0.9888269901275636
27,860,338,955,462,0.9942455887794496
27,545,391,645,486,0.9830170273780824
27,419,116,491,181,0.9924949407577516
27,508,409,634,548,0.9926987290382384
27,601,32,644,76,0.9858518838882446
27,891,483,1030,677,0.9987772107124328
27,490,221,577,305,0.9891883730888368
27,0,884,160,1077,0.9982561469078064
27,540,77,598,130,0.9929293990135192
28,860,342,955,463,0.9823108911514282
28,419,119,491,181,0.9924105405807496
28,499,403,640,562,0.9946297407150269
28,600,35,645,79,0.9896253943443298
28,892,486,1030,680,0.99895179271698
28,489,226,577,307,0.9944090247154236
28,0,918,135,1078,0.9981287121772766
28,538,80,597,134,0.9940581321716307
29,859,344,955,465,0.9863536953926086
29,418,118,491,180,0.9919114708900452
29,498,415,637,580,0.9961568713188172
29,892,488,1030,681,0.998035967350006
29,600,37,644,80,0.9881442785263062
29,481,229,575,318,0.9935635328292848
29,0,947,110,1078,0.9975080490112304
29,538,83,597,136,0.994275152683258
30,859,347,955,467,0.981389343738556
30,477,235,572,323,0.9847275018692015
30,419,118,490,180,0.96885746717453
30,489,430,634,593,0.9956199526786804
30,891,489,1030,685,0.9981537461280824
30,601,41,643,81,0.9906946420669556
30,538,87,597,140,0.9950683116912842
31,858,346,958,469,0.9886725544929504
31,473,242,570,331,0.9856179356575012
31,420,120,491,182,0.9931261539459229
31,479,439,626,606,0.9912413358688354
31,602,42,644,83,0.990831196308136
31,891,490,1031,687,0.9978468418121338
31,537,90,596,148,0.9945681095123292
32,859,348,958,469,0.9908095598220824
32,420,119,492,180,0.99401193857193
32,472,448,625,626,0.9961203336715698
32,467,249,566,338,0.9935729503631592
32,892,492,1033,691,0.9980415105819702
32,604,44,646,83,0.9887325763702391
32,535,93,597,152,0.9947057366371156
33,860,350,960,471,0.9899773597717284
33,421,119,492,180,0.9940710663795472
33,462,460,623,643,0.9927383065223694
33,463,257,565,353,0.99569571018219
33,892,494,1034,694,0.9982220530509948
33,605,44,646,83,0.9864339828491212
33,589,0,619,23,0.905615508556366
33,536,95,598,153,0.994185507297516
34,860,350,959,473,0.9885451197624208
34,422,120,492,182,0.993755578994751
34,453,469,621,659,0.996234118938446
34,460,259,557,354,0.994761049747467
34,892,497,1034,698,0.9971203804016112
34,604,45,647,86,0.9867258071899414
34,536,101,595,158,0.9946107864379884
35,859,347,961,474,0.9930400848388672
35,422,120,492,181,0.9939743876457214
35,444,485,616,679,0.9963093400001526
35,458,268,562,367,0.9961246848106384
35,604,45,648,87,0.9862481951713562
35,891,498,1034,701,0.9982157945632936
35,535,103,595,160,0.994576334953308
35,587,0,618,25,0.9010503888130188
36,859,348,960,475,0.9776471853256226
36,422,120,492,181,0.9950205087661744
36,434,497,610,698,0.996020257472992
36,448,267,557,374,0.9955732822418212
36,892,502,1036,706,0.9975773692131042
36,604,45,649,89,0.9888709187507628
36,533,107,597,164,0.9959988594055176
37,858,348,961,478,0.986027717590332
37,586,0,619,26,0.9001434445381165
37,422,121,492,182,0.9943771958351136
37,421,510,605,721,0.9981474876403807
37,447,274,557,385,0.9942223429679872
37,894,506,1037,707,0.998245120048523
37,604,46,649,90,0.9905312657356262
37,1676,476,1816,574,0.9629440307617188
37,533,108,597,168,0.995940327644348
38,859,352,961,478,0.9893537759780884
38,439,282,551,397,0.993678629398346
38,587,0,619,26,0.9347659945487976
38,423,120,492,181,0.9938061237335204
38,409,511,593,742,0.994684636592865
38,894,508,1037,709,0.9976263642311096
38,604,48,650,91,0.9901575446128844
38,1659,450,1815,580,0.9032475352287292
38,533,112,597,170,0.995844066143036
39,857,353,963,481,0.988599181175232
39,1650,482,1809,590,0.9506836533546448
39,586,0,618,27,0.9441167712211608
39,423,120,491,181,0.9942341446876526
39,401,541,588,764,0.994356334209442
39,437,292,548,401,0.997685432434082
39,893,509,1037,711,0.9976779818534852
39,605,49,650,93,0.9904480576515198
39,532,115,597,172,0.9958943128585817
40,857,353,965,482,0.9932507872581482
40,426,298,545,414,0.9980034232139589
40,586,0,618,28,0.9500673413276672
40,422,120,491,181,0.9934646487236024
40,386,553,585,787,0.994044840335846
40,892,512,1037,717,0.9979074001312256
40,605,51,650,94,0.9896223545074464
40,1636,468,1800,598,0.989632248878479
40,533,118,598,177,0.9956098198890686
41,859,353,964,486,0.9868130087852478
41,420,305,539,426,0.997430980205536
41,587,0,619,29,0.9614514112472534
41,423,120,493,181,0.9926891922950744
41,370,570,580,813,0.9972053170204164
41,894,514,1039,720,0.9979618787765504
41,1627,465,1801,611,0.9959744811058044
41,533,120,597,180,0.9939026832580566
41,604,52,649,96,0.9887603521347046
42,860,357,965,490,0.99017733335495
42,413,313,535,438,0.9976377487182616
42,588,0,620,29,0.9432902932167052
42,423,121,494,183,0.9937404990196228
42,359,587,569,837,0.9977251887321472
42,895,515,1039,724,0.9982362985610962
42,607,54,652,100,0.9888229370117188
42,1618,476,1819,620,0.9975798726081848
42,532,122,597,185,0.9954307079315186
43,860,357,967,492,0.993285059928894
43,588,0,620,29,0.921774685382843
43,423,121,493,183,0.9940776824951172
43,339,604,561,868,0.9967569708824158
43,406,321,531,450,0.9948408007621764
43,893,517,1042,731,0.9980660080909728
43,607,57,652,102,0.9885852932929992
43,1606,477,1810,629,0.9963570237159728
43,532,126,597,188,0.9959497451782228
44,861,359,967,493,0.98772394657135
44,590,0,621,29,0.9464016556739808
44,423,121,493,183,0.9941385984420776
44,324,622,554,902,0.9970820546150208
44,396,331,526,463,0.9950782060623168
44,894,519,1042,731,0.9982628226280212
44,608,59,653,104,0.989823877811432
44,1599,472,1808,638,0.9971722960472108
44,531,130,597,192,0.9949499368667604
45,861,361,967,494,0.985230028629303
45,588,1,621,30,0.9158548712730408
45,422,122,494,184,0.993097722530365
45,306,640,549,930,0.997376561164856
45,389,341,522,472,0.9962789416313172
45,895,521,1044,734,0.9982896447181702
45,610,63,655,107,0.9904688000679016
45,1592,477,1808,643,0.9967926144599916
45,530,133,598,197,0.9947250485420228
45,588,1,622,30,0.914775252342224
46,863,361,967,495,0.986711323261261
46,422,122,492,184,0.9769471883773804
46,286,659,543,963,0.9976800084114076
46,379,352,516,487,0.9971254467964172
46,895,522,1045,736,0.9983320832252502
46,610,64,655,108,0.9898523688316344
46,1579,479,1799,656,0.9972257018089294
46,531,140,599,201,0.9923151731491088
46,588,1,623,32,0.9717554450035096
47,860,363,969,497,0.9858168959617616
47,422,122,494,184,0.9925909042358398
47,266,679,530,1000,0.99763822555542
47,896,527,1045,741,0.997689962387085
47,610,66,656,111,0.990048885345459
47,1570,488,1789,665,0.9964426159858704
47,530,143,598,205,0.9921590089797974
47,589,1,623,31,0.9352796077728271
47,370,358,513,502,0.996980845928192
48,860,364,969,499,0.9828421473503112
48,590,2,624,33,0.9623674750328064
48,422,123,493,185,0.9934413433074952
48,244,704,521,1037,0.9972538352012634
48,896,530,1045,743,0.9977826476097108
48,611,69,657,114,0.9901926517486572
48,1557,495,1781,679,0.9972270131111144
48,530,147,596,207,0.994464099407196
48,360,371,506,516,0.996446430683136
49,862,365,968,499,0.9854975342750548
49,591,2,624,33,0.9264968633651732
49,422,123,494,184,0.993945062160492
49,221,725,512,1070,0.9982962012290956
49,898,532,1045,746,0.9980183839797974
49,612,70,658,116,0.9901435375213624
49,1548,502,1772,687,0.9977126121520996
49,528,149,596,211,0.995890974998474
49,591,3,625,33,0.9358205199241638
49,352,383,500,532,0.9970327615737916
50,862,368,966,501,0.9935050010681152
50,421,124,494,185,0.994090735912323
50,204,750,500,1074,0.9977929592132568
50,896,536,1046,751,0.9983482360839844
50,612,72,658,118,0.9894830584526062
50,1535,511,1763,699,0.9979479908943176
50,528,154,595,215,0.9955891370773317
50,592,5,626,36,0.9796029925346376
50,339,395,497,547,0.9972123503684998
51,863,369,966,502,0.9962120056152344
51,421,124,494,185,0.9951565861701964
51,206,772,489,1075,0.9954689741134644
51,896,536,1048,752,0.9985032081604004
51,614,75,658,120,0.9906876683235168
51,596,7,630,36,0.9817326664924622
51,1524,516,1755,708,0.997928261756897
51,527,157,594,220,0.9964255690574646
51,325,401,492,564,0.9973503351211548
52,864,370,966,504,0.9954097867012024
52,421,124,494,186,0.9950575828552246
52,189,806,478,1074,0.9958933591842652
52,895,538,1049,756,0.9984134435653688
52,613,76,659,123,0.9921767115592957
52,597,9,630,36,0.9428720474243164
52,1511,524,1745,723,0.9979789853096008
52,526,161,595,227,0.9954180717468262
52,594,9,628,37,0.9684127569198608
52,310,414,481,582,0.9970364570617676
53,864,371,967,506,0.9953023195266724
53,420,124,493,187,0.9942206144332886
53,173,835,467,1076,0.9977508187294006
53,893,540,1050,760,0.9985626339912416
53,613,77,661,127,0.9911900758743286
53,597,10,631,38,0.9674527645111084
53,1499,531,1737,734,0.9977545142173768
53,526,166,596,233,0.9954740405082704
53,593,9,629,39,0.9833092093467712
53,295,428,474,599,0.9975046515464784
54,864,372,967,507,0.993794560432434
54,421,125,494,187,0.9943439960479736
54,190,868,447,1077,0.9967113733291626
54,894,543,1051,763,0.9984878301620485
54,612,77,661,129,0.989167332649231
54,1488,539,1726,748,0.9963975548744202
54,525,170,596,238,0.995501697063446
54,595,8,631,39,0.9868309497833252
54,286,441,466,619,0.996110498905182
55,863,372,966,509,0.9933419823646544
55,421,125,494,187,0.994113028049469
55,164,901,431,1078,0.9980097413063048
55,894,547,1051,768,0.9984874725341796
55,612,78,662,131,0.9889041781425476
55,1477,551,1715,758,0.9982106685638428
55,524,173,594,242,0.9958106279373168
55,595,8,631,40,0.9853653311729432
55,269,453,459,636,0.9965038299560548
56,862,372,967,513,0.9818409085273744
56,422,126,494,187,0.993148148059845
56,895,551,1050,771,0.9979591369628906
56,614,83,663,132,0.9899529814720154
56,1468,558,1705,774,0.9973145127296448
56,523,180,594,246,0.9963411688804626
56,161,937,409,1079,0.9965079426765442
56,594,8,627,39,0.96235591173172
56,253,467,452,659,0.9947904348373412
57,863,373,968,512,0.9746637344360352
57,421,126,494,187,0.992774486541748
57,894,554,1051,773,0.9982855916023254
57,614,83,664,133,0.9903298616409302
57,1459,569,1695,786,0.9978564381599426
57,521,184,593,250,0.9942336678504944
57,165,981,382,1079,0.9940512776374816
57,594,7,628,41,0.9747183918952942
57,238,485,444,680,0.996179461479187
58,864,375,968,515,0.9891399145126344
58,421,126,494,187,0.9915474057197572
58,158,1016,366,1079,0.9940647482872008
58,894,557,1051,779,0.9981755018234252
58,600,13,632,43,0.9210274815559388
58,614,85,663,134,0.9903945326805116
58,1448,577,1687,800,0.9963274598121644
58,518,190,592,258,0.9948221445083618
58,221,503,431,705,0.9744836688041688
59,863,375,968,519,0.9877731204032898
59,597,17,633,49,0.9388050436973572
59,420,126,494,187,0.9924712181091307
59,517,192,594,263,0.9942517280578612
59,893,559,1051,784,0.9979439377784728
59,614,88,664,137,0.99006325006485
59,1438,586,1678,816,0.9973292350769044
59,200,518,420,734,0.9969423413276672
60,862,376,968,520,0.9858747124671936
60,420,127,493,187,0.9927577972412108
60,517,199,591,268,0.9928023219108582
60,893,562,1051,787,0.9985083937644958
60,613,89,663,137,0.9916253685951232
60,1425,597,1669,831,0.99787437915802
60,179,534,411,758,0.9980455636978148
60,595,20,630,51,0.951726734638214
61,862,377,968,521,0.9933221936225892
61,595,17,634,51,0.9526675343513488
61,419,127,494,187,0.9933704137802124
61,516,207,590,274,0.9926626682281494
61,894,565,1051,790,0.9986549615859984
61,613,90,663,138,0.9933469295501708
61,1414,609,1657,846,0.9976403713226318
61,154,552,397,788,0.9977596998214722
62,863,380,968,525,0.9955443739891052
62,597,20,635,52,0.9304991364479064
62,422,128,493,188,0.993906557559967
62,513,211,593,283,0.995631217956543
62,893,567,1052,797,0.9986912608146667
62,613,92,663,143,0.9923108816146852
62,1404,619,1648,863,0.9960644841194152
62,128,572,383,818,0.9983660578727722
62,594,21,631,53,0.9248343110084534
63,862,381,968,526,0.9914462566375732
63,596,18,634,53,0.9112130999565125
63,422,128,493,188,0.9944345355033876
63,513,216,592,286,0.99613755941391
63,895,570,1052,798,0.99843567609787
63,613,94,665,147,0.9928652048110962
63,1394,631,1642,880,0.997427761554718
63,103,591,366,853,0.9986119270324708
63,593,20,632,54,0.951263427734375
64,861,381,970,528,0.9846046566963196
64,596,19,633,53,0.930369198322296
64,422,128,493,188,0.9945780038833618
64,510,222,594,293,0.9961960315704346
64,895,574,1053,804,0.9987266659736632
64,613,96,665,150,0.993305504322052
64,1382,641,1631,899,0.9967396855354308
64,78,614,354,886,0.9983256459236144
64,595,21,632,54,0.9626200199127196
65,862,385,971,531,0.987171232700348
65,596,19,634,55,0.9370803236961364
65,422,128,493,188,0.9952446818351746
65,508,228,591,300,0.9952908754348756
65,894,577,1056,808,0.9987945556640624
65,614,98,665,152,0.991759955883026
65,1372,655,1623,919,0.997982621192932
65,50,637,335,923,0.9988389611244202
65,594,21,632,57,0.9601747393608092
66,864,390,972,531,0.995272934436798
66,598,21,634,57,0.9360555410385132
66,422,128,493,188,0.9955417513847352
66,504,235,588,308,0.9963285326957704
66,898,578,1055,813,0.9989604949951172
66,615,100,666,155,0.992823362350464
66,1359,668,1612,937,0.993839681148529
66,24,659,320,957,0.9987450838088988
66,595,22,632,57,0.9589905738830566
67,864,390,972,531,0.996856927871704
67,599,23,634,57,0.9392670392990112
67,423,127,492,187,0.9955507516860962
67,597,25,632,59,0.9635483026504515
67,503,237,589,315,0.9964390397071838
67,899,581,1056,819,0.9989792108535768
67,614,101,667,157,0.9904614090919496
67,1348,679,1602,954,0.9973338842391968
67,1,686,303,1006,0.999040424823761
68,865,394,972,532,0.9952772855758668
68,423,129,493,189,0.9954458475112916
68,596,27,633,63,0.9794689416885376
68,501,246,588,321,0.9929612278938292
68,896,583,1057,820,0.9988588094711304
68,614,105,668,159,0.9930419921875
68,1334,698,1595,978,0.9980308413505554
68,0,718,284,1044,0.9983653426170348
69,865,392,973,534,0.9959331154823304
69,422,129,493,190,0.9947463274002076
69,597,26,634,63,0.9845755100250244
69,495,251,588,328,0.9964954257011414
69,899,586,1058,827,0.9986903071403505
69,613,106,669,163,0.9934903383255004
69,1323,709,1582,998,0.996723473072052
69,0,743,268,1065,0.9971417784690856
70,866,393,974,535,0.9942480325698853
70,424,129,493,190,0.994459629058838
70,598,26,636,65,0.985844612121582
70,493,255,584,336,0.9961014986038208
70,899,590,1057,832,0.9981123208999634
70,615,109,670,165,0.99378901720047
70,1312,720,1574,1023,0.9946363568305968
70,0,775,244,999,0.988187849521637
71,867,394,974,536,0.9902330636978148
71,423,130,495,191,0.9947766065597534
71,595,24,637,69,0.9854641556739808
71,489,261,584,347,0.9968031644821168
71,898,595,1061,839,0.9983281493186952
71,615,111,671,170,0.9945935606956482
71,639,0,672,18,0.9034011363983154
71,1302,735,1566,1042,0.9922379851341248
71,0,811,215,1044,0.9980087876319884
72,866,396,974,539,0.960813581943512
72,424,130,494,192,0.994111955165863
72,597,28,639,71,0.9830694198608398
72,484,267,582,356,0.9966866374015808
72,899,601,1061,845,0.9979422688484192
72,615,113,672,173,0.9907192587852478
72,638,0,672,19,0.9078407287597656
72,1291,748,1560,1064,0.9927330017089844
72,0,844,190,1072,0.9981732368469238
73,866,396,973,541,0.9811279773712158
73,424,130,495,191,0.9942290782928468
73,597,30,638,72,0.9808485507965088
73,481,277,580,365,0.9953403472900392
73,900,605,1062,852,0.9980098605155944
73,641,0,675,20,0.931784212589264
73,616,116,672,175,0.9873805046081544
73,1278,764,1551,1072,0.9879774451255798
73,0,886,166,1077,0.9983091354370116
74,863,396,974,543,0.9769865870475768
74,602,31,640,70,0.902860701084137
74,424,130,494,192,0.9915960431098938
74,598,33,638,74,0.9767813682556152
74,475,283,577,372,0.9966692328453064
74,899,609,1064,857,0.998581051826477
74,642,0,676,22,0.9503157138824464
74,616,117,673,177,0.985678493976593
74,1266,780,1541,1074,0.9930272698402404
74,0,923,139,1078,0.9981379508972168
75,863,398,974,543,0.98521625995636
75,615,120,674,179,0.9854700565338136
75,423,130,494,192,0.9939383268356324
75,599,35,639,76,0.9818724989891052
75,470,290,575,381,0.9961877465248108
75,900,613,1064,864,0.9984902143478394
75,641,0,678,23,0.9580195546150208
75,1253,800,1532,1074,0.9869710206985474
75,0,971,107,1079,0.9976061582565308
76,866,397,974,546,0.9784098267555236
76,1253,818,1524,1074,0.9516331553459167
76,618,124,673,180,0.993802547454834
76,425,130,494,192,0.9950941801071168
76,601,38,640,79,0.9785541892051696
76,464,300,572,390,0.9974838495254515
76,897,617,1068,871,0.9986286163330078
76,643,0,678,23,0.9312154054641724
77,863,399,975,548,0.983024835586548
77,616,127,675,183,0.9940710663795472
77,424,131,495,192,0.9950822591781616
77,602,42,641,80,0.9875482320785522
77,458,304,568,399,0.9978309273719788
77,646,0,680,24,0.921532392501831
77,894,622,1068,878,0.9988973140716552
77,1252,837,1516,1075,0.9088150262832642
78,865,402,975,550,0.994429349899292
78,1256,860,1504,1076,0.9818769693374634
78,618,128,673,186,0.9922014474868774
78,424,131,495,193,0.9946172833442688
78,603,44,642,81,0.9868406057357788
78,454,309,567,410,0.9980432987213136
78,899,623,1070,885,0.99826979637146
78,647,0,681,24,0.960949957370758
78,600,4,631,30,0.9024696350097656
79,865,406,975,550,0.9946348667144777
79,1255,878,1498,1077,0.966825008392334
79,616,131,676,190,0.993036687374115
79,424,132,494,194,0.9934794902801514
79,603,44,642,81,0.9879443645477296
79,446,321,564,421,0.9975014328956604
79,535,3,566,30,0.9416876435279846
79,646,0,681,25,0.972021758556366
79,900,629,1070,894,0.9981903433799744
79,599,3,631,29,0.9055716395378112
80,864,407,977,553,0.9924410581588744
80,618,133,675,194,0.9818965196609496
80,424,132,494,194,0.9926676154136658
80,605,48,643,80,0.9885523319244384
80,441,325,559,431,0.998076319694519
80,1244,897,1488,1077,0.993255853652954
80,535,4,566,30,0.9516740441322328
80,647,0,680,25,0.9706420302391052
80,900,635,1071,902,0.99866783618927
80,598,5,629,29,0.9007049202919006
81,864,408,977,558,0.991817057132721
81,617,137,676,198,0.9864997863769532
81,424,132,493,194,0.9930700659751892
81,605,48,645,83,0.9881524443626404
81,435,336,554,444,0.9984524250030518
81,1245,919,1481,1078,0.9771729707717896
81,535,4,566,30,0.9510043859481812
81,897,634,1074,910,0.9978606104850768
81,648,0,681,26,0.9685688018798828
81,595,4,628,31,0.905415415763855
82,863,409,977,560,0.9733495712280272
82,617,138,675,203,0.9847081899642944
82,424,132,494,194,0.9925110340118408
82,603,48,641,83,0.9869476556777954
82,430,344,550,455,0.9983587861061096
82,1243,938,1470,1078,0.992219090461731
82,537,3,569,31,0.9197444319725036
82,649,0,681,26,0.959768295288086
82,896,640,1073,920,0.9989008903503418
82,598,5,630,31,0.9058344960212708
83,864,411,978,561,0.9932581186294556
83,616,141,675,205,0.9912956953048706
83,425,132,494,194,0.993471384048462
83,603,48,643,86,0.9828689098358154
83,421,350,549,466,0.9984898567199708
83,1244,968,1457,1079,0.9726570844650269
83,535,4,568,31,0.9468625783920288
83,648,0,682,27,0.9637776613235474
83,897,642,1075,927,0.9989603757858276
84,864,414,979,564,0.9944618344306946
