x1,y1,x2,y2,id,frame
752,118,781,135,11,28
498,139,529,159,14,28
269,368,289,385,15,28
1087,261,1119,278,17,28
936,244,966,260,19,28
268,156,298,174,21,28
730,352,762,370,27,28
1133,391,1161,409,29,28
26,175,53,197,30,28
730,392,761,408,36,28
1219,436,1241,455,37,28
1232,281,1261,301,41,28
391,144,421,162,42,28
0,236,5,255,43,28
1081,394,1133,421,1,29
1232,97,1263,117,2,29
829,134,859,152,3,29
68,399,95,414,6,29
1145,120,1174,137,8,29
758,118,786,135,11,29
507,140,535,159,14,29
264,368,284,385,15,29
1090,261,1121,278,17,29
945,246,976,263,19,29
272,156,302,174,21,29
722,351,754,369,27,29
1128,390,1159,409,29,29
32,175,59,197,30,29
728,392,759,408,36,29
1218,436,1240,455,37,29
393,141,424,161,42,29
0,237,6,254,43,29
1077,393,1129,421,1,30
1243,98,1271,117,2,30
832,134,863,152,3,30
63,399,90,414,6,30
1150,120,1179,137,8,30
761,117,790,134,11,30
512,140,540,158,14,30
261,369,281,386,15,30
1095,262,1125,279,17,30
952,248,982,265,19,30
278,158,309,176,21,30
718,351,750,369,27,30
1125,390,1154,408,29,30
36,176,64,198,30,30
722,392,754,408,36,30
1216,436,1239,454,37,30
392,138,424,159,42,30
0,237,6,254,43,30
1072,393,1124,420,1,31
1246,97,1274,117,2,31
836,135,866,152,3,31
714,349,748,369,4,31
60,399,87,414,6,31
1153,120,1181,136,8,31
765,117,794,134,11,31
516,139,543,158,14,31
257,369,278,386,15,31
1100,263,1131,279,17,31
955,249,985,265,19,31
284,158,314,176,21,31
713,351,746,369,27,31
1121,389,1149,408,29,31
40,177,68,199,30,31
718,392,749,408,36,31
1214,435,1237,453,37,31
393,137,426,158,42,31
0,217,3,236,46,31
1069,393,1121,420,1,32
1249,97,1277,117,2,32
840,135,869,152,3,32
710,349,743,369,4,32
1110,262,1141,280,5,32
57,400,83,414,6,32
1156,120,1185,137,8,32
769,117,798,134,11,32
519,140,547,158,14,32
252,369,273,386,15,32
1105,264,1135,280,17,32
960,249,991,266,19,32
289,158,319,176,21,32
1117,389,1145,407,29,32
42,177,70,199,30,32
714,391,745,407,36,32
1213,436,1235,453,37,32
398,138,429,158,42,32
0,217,3,237,46,32
0,222,18,243,47,32
341,142,369,162,48,32
1067,391,1119,419,1,33
1252,96,1279,117,2,33
843,135,872,152,3,33
707,349,740,369,4,33
1116,263,1146,280,5,33
53,400,79,415,6,33
1161,120,1189,137,8,33
772,117,801,134,11,33
521,140,548,158,14,33
248,369,268,386,15,33
966,250,997,266,19,33
292,159,322,177,21,33
1113,386,1143,405,29,33
47,177,75,199,30,33
711,391,742,407,36,33
1207,436,1230,453,37,33
403,139,434,159,42,33
0,217,4,236,46,33
0,223,20,243,47,33
346,141,374,161,48,33
1067,391,1120,419,1,34
1255,96,1282,116,2,34
848,135,878,152,3,34
705,350,735,368,4,34
1123,264,1152,280,5,34
49,400,76,415,6,34
1167,120,1195,136,8,34
780,116,809,133,11,34
522,140,550,157,14,34
242,369,262,386,15,34
972,250,1003,266,19,34
294,159,324,176,21,34
1109,385,1139,405,29,34
52,177,79,199,30,34
708,388,738,404,36,34
1201,433,1224,451,37,34
411,140,440,159,42,34
0,217,4,236,46,34
0,221,21,239,47,34
350,141,376,160,48,34
1061,390,1114,419,1,35
853,135,882,151,3,35
701,349,730,366,4,35
1127,266,1155,282,5,35
47,400,74,415,6,35
1171,118,1200,135,8,35
787,116,816,133,11,35
524,139,552,157,14,35
238,369,259,386,15,35
978,249,1010,266,19,35
296,159,326,176,21,35
56,177,83,198,30,35
704,387,734,403,36,35
1196,434,1220,451,37,35
413,140,441,159,42,35
0,219,24,238,47,35
351,141,377,159,48,35
1092,385,1118,403,50,35
1053,390,1105,418,1,36
857,135,887,152,3,36
698,349,726,366,4,36
1132,268,1161,284,5,36
43,400,71,415,6,36
1175,117,1204,134,8,36
698,390,727,405,9,36
793,116,823,133,11,36
295,156,325,175,12,36
529,139,557,157,14,36
235,370,255,387,15,36
982,249,1016,266,19,36
299,158,329,176,21,36
58,177,86,198,30,36
701,387,730,402,36,36
1191,435,1214,451,37,36
417,141,445,159,42,36
1,221,28,239,47,36
354,142,379,159,48,36
1087,382,1114,400,50,36
1049,390,1102,418,1,37
861,135,891,152,3,37
693,348,722,366,4,37
1137,270,1165,286,5,37
41,400,68,415,6,37
1178,117,1207,133,8,37
694,389,722,404,9,37
798,116,827,133,11,37
297,157,326,174,12,37
533,139,561,157,14,37
229,370,250,387,15,37
988,249,1022,267,19,37
61,176,88,197,30,37
1187,434,1211,451,37,37
420,141,448,159,42,37
3,222,31,240,47,37
1074,379,1111,404,50,37
866,135,896,152,3,38
689,348,718,366,4,38
1141,270,1170,286,5,38
36,400,64,415,6,38
1184,118,1213,135,8,38
689,390,719,405,9,38
804,115,834,132,11,38
298,156,328,174,12,38
539,139,567,157,14,38
226,371,246,388,15,38
993,250,1026,267,19,38
65,176,93,197,30,38
1180,432,1207,451,37,38
422,141,450,159,42,38
5,219,35,238,47,38
1064,377,1105,404,50,38
870,135,900,151,3,39
684,348,714,366,4,39
1148,270,1177,286,5,39
32,400,61,415,6,39
1186,117,1215,134,8,39
685,391,715,406,9,39
808,114,838,132,11,39
299,156,329,173,12,39
543,139,570,156,14,39
223,371,243,388,15,39
997,250,1030,268,19,39
305,156,334,173,21,39
677,348,709,366,27,39
67,177,95,198,30,39
1178,432,1204,451,37,39
422,141,450,159,42,39
8,218,39,237,47,39
1057,375,1101,404,50,39
874,134,904,151,3,40
1155,271,1184,286,5,40
30,400,59,416,6,40
1190,117,1219,134,8,40
682,391,711,406,9,40
811,112,842,130,11,40
545,138,573,156,14,40
218,371,239,388,15,40
1005,251,1037,268,19,40
308,154,337,171,21,40
672,347,703,365,27,40
69,177,98,198,30,40
1175,432,1203,451,37,40
423,141,451,159,42,40
12,217,43,237,47,40
1256,443,1269,460,53,40
1072,379,1104,397,54,40
876,134,907,151,3,41
1161,271,1190,287,5,41
22,400,51,416,6,41
1194,116,1223,133,8,41
677,392,706,407,9,41
813,111,845,130,11,41
549,138,577,156,14,41
212,371,233,388,15,41
1014,251,1046,268,19,41
312,153,342,171,21,41
667,346,698,364,27,41
71,176,100,197,30,41
1172,432,1200,451,37,41
428,141,456,159,42,41
15,216,46,236,47,41
1053,376,1096,404,50,41
1255,443,1267,460,53,41
1071,379,1102,397,54,41
881,134,912,151,3,42
1166,270,1197,287,5,42
19,400,48,416,6,42
1197,116,1226,133,8,42
674,390,703,405,9,42
816,111,847,130,11,42
551,137,580,155,14,42
207,371,228,388,15,42
1018,252,1051,269,19,42
318,154,348,171,21,42
663,346,694,364,27,42
1064,382,1095,402,29,42
73,174,102,195,30,42
1169,432,1198,451,37,42
432,141,460,159,42,42
15,213,44,231,47,42
1047,374,1092,404,50,42
1254,443,1266,459,53,42
884,133,916,151,3,43
1170,270,1202,287,5,43
14,400,43,416,6,43
1201,116,1229,133,8,43
672,389,701,404,9,43
818,111,848,129,11,43
553,137,582,155,14,43
204,371,225,388,15,43
1023,252,1056,269,19,43
321,153,350,171,21,43
657,346,688,364,27,43
1058,381,1090,401,29,43
77,173,105,194,30,43
1166,432,1194,451,37,43
444,141,471,159,42,43
15,211,44,229,47,43
1046,375,1090,404,50,43
888,133,920,151,3,44
1174,270,1206,288,5,44
11,401,40,417,6,44
1202,115,1231,132,8,44
668,389,697,404,9,44
823,111,854,129,11,44
557,136,585,154,14,44
199,372,220,389,15,44
1026,254,1059,271,19,44
324,152,355,170,21,44
653,346,683,364,27,44
1054,380,1086,400,29,44
80,172,109,193,30,44
1162,431,1189,449,37,44
450,142,476,158,42,44
16,209,47,228,47,44
1040,374,1086,404,50,44
1234,441,1258,458,56,44
44,226,74,247,57,44
890,132,924,151,3,45
1179,271,1211,289,5,45
8,401,36,417,6,45
1208,113,1237,130,8,45
664,390,694,405,9,45
825,111,855,129,11,45
562,136,590,154,14,45
196,372,217,389,15,45
1031,253,1064,270,19,45
327,152,358,169,21,45
649,347,679,365,27,45
1048,381,1080,401,29,45
83,171,111,192,30,45
1156,431,1184,449,37,45
456,142,483,158,42,45
22,209,52,227,47,45
1036,375,1079,403,50,45
1230,439,1254,456,56,45
46,223,77,244,57,45
893,132,927,151,3,46
5,401,34,418,6,46
1212,113,1240,130,8,46
661,391,690,406,9,46
828,110,859,128,11,46
567,136,598,155,14,46
192,372,213,389,15,46
1037,253,1069,270,19,46
331,153,361,170,21,46
646,347,676,365,27,46
1046,381,1078,401,29,46
87,173,115,193,30,46
1153,430,1180,448,37,46
460,142,487,158,42,46
25,209,54,227,47,46
1034,380,1076,407,50,46
1227,439,1251,456,56,46
51,223,82,244,57,46
897,131,931,151,3,47
0,403,28,419,6,47
1214,113,1243,130,8,47
657,389,687,405,9,47
831,109,863,129,11,47
571,136,601,155,14,47
190,372,211,389,15,47
1044,255,1078,272,19,47
334,152,365,170,21,47
641,349,670,367,27,47
1040,384,1072,404,29,47
89,173,117,193,30,47
1152,430,1179,448,37,47
465,142,492,159,42,47
28,209,57,227,47,47
1031,380,1073,408,50,47
1224,438,1248,455,56,47
55,224,85,244,57,47
901,132,933,151,3,48
0,403,25,419,6,48
1218,113,1246,130,8,48
653,390,683,405,9,48
835,109,867,128,11,48
580,136,608,154,14,48
186,372,207,389,15,48
1048,255,1084,274,19,48
335,149,368,169,21,48
637,349,667,367,27,48
1038,383,1070,403,29,48
89,174,117,194,30,48
1153,430,1181,448,37,48
464,142,490,159,42,48
33,209,62,227,47,48
1026,380,1069,408,50,48
1220,438,1245,455,56,48
53,220,83,241,57,48
904,132,935,151,3,49
0,401,22,418,6,49
1221,113,1249,130,8,49
651,390,680,405,9,49
837,108,870,127,11,49
586,135,614,154,14,49
182,372,203,389,15,49
1054,255,1090,275,19,49
340,149,371,168,21,49
633,350,662,367,27,49
1033,383,1065,403,29,49
92,176,120,196,30,49
177,371,199,389,31,49
1153,431,1179,448,37,49
463,143,489,159,42,49
36,208,65,226,47,49
1025,376,1068,405,50,49
1217,437,1243,455,56,49
54,217,83,237,57,49
907,132,939,150,3,50
1200,272,1230,289,5,50
0,402,18,419,6,50
1223,112,1251,129,8,50
647,389,677,404,9,50
841,107,874,127,11,50
589,135,618,153,14,50
1059,256,1094,275,19,50
346,152,377,170,21,50
629,350,657,367,27,50
1028,382,1058,400,29,50
95,177,124,197,30,50
173,372,195,390,31,50
1150,431,1176,448,37,50
465,141,493,158,42,50
1020,376,1064,406,50,50
1216,437,1242,455,56,50
57,216,86,236,57,50
911,130,942,148,3,51
1198,273,1229,291,5,51
0,402,16,419,6,51
1225,112,1253,129,8,51
645,389,674,404,9,51
592,135,620,153,14,51
1065,257,1098,275,19,51
351,152,382,170,21,51
624,349,653,366,27,51
1024,382,1054,400,29,51
96,179,123,198,30,51
170,372,192,390,31,51
1148,430,1176,447,37,51
469,141,496,158,42,51
1015,374,1058,403,50,51
1214,437,1240,455,56,51
59,214,89,234,57,51
876,117,908,134,58,51
914,130,945,148,3,52
1202,276,1232,294,5,52
0,401,14,419,6,52
1229,111,1257,128,8,52
639,387,669,402,9,52
853,104,886,124,11,52
593,135,623,153,14,52
1069,256,1105,275,19,52
354,150,385,168,21,52
618,350,648,368,27,52
1020,381,1051,400,29,52
104,176,133,196,30,52
164,371,187,390,31,52
1145,429,1173,447,37,52
472,141,499,157,42,52
1011,373,1054,403,50,52
1214,437,1240,455,56,52
64,214,94,234,57,52
873,113,906,132,58,52
918,129,948,147,3,53
1206,278,1237,296,5,53
0,403,14,421,6,53
1233,111,1261,128,8,53
634,388,664,403,9,53
854,101,888,122,11,53
597,134,626,152,14,53
1075,258,1108,276,19,53
356,151,387,169,21,53
610,349,640,367,27,53
1014,380,1046,400,29,53
107,174,137,195,30,53
161,371,184,390,31,53
1141,429,1169,447,37,53
478,140,505,157,42,53
1007,373,1050,403,50,53
1213,436,1239,455,56,53
69,214,99,234,57,53
922,130,952,147,3,54
1215,280,1247,299,5,54
0,405,12,421,6,54
1236,110,1263,127,8,54
628,388,660,403,9,54
856,100,890,121,11,54
600,132,632,152,14,54
1079,258,1115,277,19,54
358,152,387,169,21,54
603,348,633,366,27,54
1011,381,1041,399,29,54
112,173,142,194,30,54
158,372,180,390,31,54
1136,429,1163,447,37,54
484,140,512,157,42,54
1000,374,1042,402,50,54
1209,436,1236,454,56,54
74,214,105,234,57,54
927,130,956,147,3,55
1220,281,1252,300,5,55
0,405,11,422,6,55
1239,109,1267,127,8,55
621,387,653,403,9,55
862,103,895,124,11,55
604,132,636,152,14,55
1087,258,1120,277,19,55
359,152,389,169,21,55
596,346,628,366,27,55
1009,381,1040,399,29,55
115,173,144,194,30,55
155,372,175,390,31,55
1131,429,1158,446,37,55
489,139,517,156,42,55
996,373,1038,402,50,55
1207,436,1233,454,56,55
77,212,106,231,57,55
930,130,959,147,3,56
1224,282,1257,302,5,56
0,404,11,422,6,56
1246,109,1275,128,8,56
618,387,650,403,9,56
869,106,899,125,11,56
611,132,643,152,14,56
1091,259,1123,277,19,56
361,152,390,169,21,56
591,347,622,366,27,56
1006,380,1037,398,29,56
117,173,146,193,30,56
151,373,171,390,31,56
1130,428,1157,445,37,56
493,139,520,156,42,56
1201,436,1228,454,56,56
73,209,103,229,57,56
932,130,961,147,3,57
0,404,9,422,6,57
1249,109,1277,129,8,57
614,388,646,404,9,57
870,104,902,124,11,57
614,132,646,152,14,57
1095,260,1127,278,19,57
363,152,392,169,21,57
587,347,618,365,27,57
1000,379,1032,399,29,57
121,173,149,193,30,57
145,373,165,390,31,57
1128,427,1155,444,37,57
494,140,521,157,42,57
68,206,97,224,47,57
988,372,1030,401,50,57
1198,435,1225,454,56,57
75,208,105,227,57,57
934,130,963,146,3,58
1252,107,1281,129,8,58
609,388,642,404,9,58
875,106,904,124,11,58
617,131,649,152,14,58
1100,261,1132,279,19,58
366,150,395,167,21,58
378,149,406,166,25,58
583,346,614,366,27,58
998,381,1029,399,29,58
123,172,152,193,30,58
140,373,160,391,31,58
615,387,645,403,36,58
1127,428,1155,445,37,58
493,139,522,157,42,58
68,206,98,224,47,58
988,374,1028,401,50,58
1193,435,1219,453,56,58
114,229,141,247,59,58
937,129,967,146,3,59
1255,107,1285,128,8,59
877,106,906,124,11,59
622,132,654,152,14,59
1106,261,1138,279,19,59
368,150,397,167,21,59
379,149,408,167,25,59
579,347,609,366,27,59
994,379,1025,397,29,59
127,170,156,191,30,59
136,374,156,391,31,59
611,387,641,403,36,59
1124,428,1152,445,37,59
496,137,527,156,42,59
72,205,102,223,47,59
984,373,1025,401,50,59
1190,436,1216,453,56,59
118,226,144,244,59,59
940,129,969,145,3,60
884,107,913,125,11,60
624,132,656,152,14,60
1114,262,1146,280,19,60
383,147,412,165,25,60
575,347,604,366,27,60
990,379,1021,397,29,60
130,171,159,191,30,60
131,374,152,391,31,60
609,388,638,403,36,60
502,136,533,156,42,60
75,205,105,223,47,60
981,373,1021,401,50,60
1187,436,1213,453,56,60
83,204,111,223,57,60
120,225,146,243,59,60
941,129,969,145,3,61
573,342,603,360,4,61
888,108,916,125,11,61
626,132,658,152,14,61
1120,264,1150,281,19,61
385,147,415,165,25,61
570,347,600,365,27,61
987,380,1018,398,29,61
135,171,163,191,30,61
127,374,148,391,31,61
606,386,636,402,36,61
511,135,541,154,42,61
976,373,1017,400,50,61
85,203,114,221,57,61
126,224,152,241,59,61
1109,426,1138,443,63,61
946,129,974,145,3,62
