frame_id,class_id,x1,y1,x2,y2,confidence
0,2,1276,615,1320,637,0.6162729859352112
0,2,1752,392,1791,419,0.5996772646903992
0,2,601,568,631,592,0.5284430980682373
0,7,1681,412,1731,444,0.4791542887687683
0,2,295,605,335,627,0.40682077407836914
0,2,274,271,316,298,0.40467584133148193
0,2,460,252,499,279,0.3794628083705902
0,2,1449,385,1486,411,0.37672343850135803
0,7,1111,228,1151,252,0.2809058129787445
0,7,1335,563,1378,589,0.2721155881881714
1,2,467,252,504,278,0.7547454237937927
1,7,1690,411,1739,445,0.6248775720596313
1,2,1761,393,1797,420,0.5701366662979126
1,2,595,567,624,592,0.5197312831878662
1,2,280,270,321,298,0.4914925992488861
1,2,1271,613,1314,637,0.48049792647361755
1,7,1762,175,1808,209,0.43665581941604614
1,2,1116,227,1156,252,0.36752164363861084
1,2,1329,562,1369,589,0.32572221755981445
1,7,1605,207,1638,234,0.3035896420478821
1,2,1456,386,1494,413,0.2999337613582611
2,2,472,250,510,277,0.6509227156639099
2,7,1696,412,1745,448,0.6111306548118591
2,2,1769,394,1807,421,0.6108971834182739
2,2,284,271,326,296,0.5947737693786621
2,2,82,580,125,606,0.5029475688934326
2,2,1266,612,1308,637,0.4472358524799347
2,7,1768,175,1813,209,0.3839920163154602
2,7,1769,395,1807,422,0.382163941860199
2,7,1226,366,1268,393,0.3704646825790405
2,2,284,604,323,628,0.36661478877067566
2,2,588,569,619,592,0.3613530695438385
2,2,641,237,682,266,0.32359713315963745
2,7,1123,227,1162,252,0.29432588815689087
2,7,1609,206,1643,233,0.289259135723114
2,7,1465,387,1502,412,0.2892109155654907
2,7,1320,560,1363,589,0.2646171748638153
3,2,477,249,515,277,0.7242401242256165
3,7,1704,413,1753,448,0.6260002851486206
3,7,1128,226,1167,252,0.5573074817657471
3,2,581,569,610,592,0.5235719084739685
3,2,1260,609,1304,636,0.45879411697387695
3,7,1777,395,1812,423,0.4512840211391449
3,7,1233,366,1276,394,0.4317306578159332
3,2,290,270,332,296,0.3814103603363037
3,2,141,548,191,581,0.36025846004486084
3,2,645,236,687,265,0.33256587386131287
3,2,1013,205,1047,229,0.32324323058128357
3,2,78,582,118,607,0.31298795342445374
3,7,1772,175,1816,208,0.30178549885749817
3,7,1473,387,1510,414,0.29171982407569885
4,7,1712,413,1759,449,0.6763775944709778
4,2,483,249,519,277,0.6512184143066406
4,2,576,569,603,592,0.5536304116249084
4,2,273,605,313,630,0.4455380439758301
4,7,1305,560,1348,588,0.42485374212265015
4,2,1899,622,1919,648,0.4060389995574951
4,7,1134,226,1174,251,0.397220253944397
4,7,1778,175,1820,208,0.3799853026866913
4,7,1784,397,1821,425,0.3770403563976288
4,2,1256,608,1298,635,0.3701402246952057
4,2,1783,396,1821,424,0.32728269696235657
4,2,132,547,186,582,0.303958922624588
4,2,1305,559,1347,588,0.2909269630908966
4,2,1243,367,1284,394,0.28788334131240845
4,2,67,581,111,607,0.2517339289188385
5,2,488,249,524,276,0.6214938163757324
5,2,1250,608,1293,635,0.6082209944725037
5,7,1720,415,1768,450,0.5689147710800171
5,2,1893,622,1919,648,0.5441608428955078
5,2,571,568,598,592,0.4950507879257202
5,7,1139,226,1179,251,0.46118786931037903
5,2,1299,560,1341,587,0.42818689346313477
5,2,64,583,102,608,0.3148294985294342
5,7,1781,174,1826,208,0.2811611294746399
5,7,657,237,699,266,0.25079110264778137
6,2,493,245,532,275,0.6200340390205383
