frame_id,class_id,x1,y1,x2,y2,confidence
0,0,272,259,320,305,0.8094544410705566
0,0,159,534,216,586,0.8093864321708679
0,0,51,4,180,129,0.806413471698761
0,0,1673,399,1730,448,0.8012241125106812
0,0,1748,383,1791,424,0.7959120273590088
0,0,1444,376,1488,417,0.7775995135307312
0,0,1259,167,1363,216,0.7745855450630188
0,0,459,242,502,284,0.7715477347373962
0,0,951,183,1034,254,0.7517535090446472
0,0,98,571,138,607,0.7457156777381897
0,0,1596,200,1635,234,0.7318505048751831
0,0,1443,160,1489,185,0.7154757380485535
0,0,1754,168,1806,215,0.6913965940475464
0,0,294,593,334,629,0.6817117929458618
0,0,599,563,633,596,0.6672174334526062
0,0,1332,553,1379,596,0.6396899223327637
0,0,1108,221,1150,257,0.6322785019874573
0,0,98,497,175,576,0.5898430347442627
0,0,1558,155,1593,176,0.5724853277206421
0,0,1413,164,1447,191,0.548788845539093
0,0,786,187,853,221,0.5235778093338013
0,0,1498,158,1533,176,0.4938680827617645
0,0,251,236,307,272,0.4526512324810028
0,0,333,227,401,263,0.4492260217666626
0,0,1156,173,1266,210,0.41815170645713806
0,0,1616,155,1649,190,0.27556851506233215
0,0,1005,178,1121,226,0.2625170350074768
1,0,277,259,326,306,0.816065788269043
1,0,50,4,180,129,0.8149464130401611
1,0,155,533,212,586,0.8085622787475586
1,0,1454,377,1496,418,0.7853377461433411
1,0,91,570,131,607,0.7625523805618286
1,0,1259,167,1363,216,0.7617210149765015
1,0,1443,160,1489,185,0.7237911224365234
1,0,1679,402,1735,451,0.7180577516555786
1,0,288,592,330,630,0.717567503452301
1,0,465,241,507,283,0.7078801393508911
1,0,593,561,626,595,0.7015483379364014
1,0,1601,199,1640,235,0.6942906379699707
1,0,952,183,1039,256,0.689110517501831
1,0,99,499,170,575,0.6887620687484741
1,0,1752,384,1799,426,0.6679551005363464
1,0,1758,167,1809,215,0.6610106229782104
1,0,1112,220,1155,258,0.5573150515556335
1,0,1413,164,1447,191,0.5548774003982544
1,0,1326,554,1372,597,0.5517843961715698
1,0,1558,155,1593,176,0.5468546152114868
1,0,786,187,853,221,0.5200170278549194
1,0,1498,158,1533,176,0.5127983689308167
1,0,1156,173,1270,210,0.44211775064468384
1,0,336,226,401,262,0.3064268231391907
1,0,1615,155,1649,189,0.25153493881225586
2,0,50,4,180,129,0.8221773505210876
2,0,284,260,330,304,0.8112492561340332
2,0,146,532,203,587,0.805673360824585
2,0,82,569,125,609,0.766882598400116
2,0,470,240,513,284,0.762566089630127
2,0,1462,379,1505,421,0.743780791759491
2,0,1443,160,1489,185,0.722949206829071
2,0,1259,167,1363,216,0.7194483280181885
2,0,283,591,323,630,0.7116107940673828
