frame_id,class_name,x1,y1,x2,y2,confidence
0,cup,1804,635,1837,677,0.7081167697906494
0,vase,1820,354,1871,459,0.9707990884780884
0,bowl,1752,391,1794,421,0.509552001953125
0,potted plant,456,248,494,278,0.600162923336029
0,bowl,1751,390,1793,421,0.28801724314689636
0,potted plant,1108,225,1152,256,0.463789165019989
0,potted plant,1685,409,1734,441,0.29771408438682556
0,potted plant,1211,364,1255,392,0.31893113255500793
0,potted plant,1683,411,1733,442,0.3516968786716461
0,potted plant,620,224,668,265,0.28009548783302307
0,potted plant,1726,274,1795,425,0.5835989117622375
0,bowl,1275,610,1324,638,0.4359673261642456
0,potted plant,1595,202,1626,230,0.4460499882698059
1,cup,1797,633,1830,676,0.30952703952789307
1,bowl,1818,644,1884,688,0.31742027401924133
1,vase,1820,354,1868,462,0.9820682406425476
1,potted plant,1723,274,1797,428,0.46443286538124084
1,potted plant,1602,203,1634,231,0.26889675855636597
2,potted plant,1694,408,1745,444,0.29188668727874756
2,vase,1818,354,1868,461,0.9818826913833618
2,potted plant,639,233,678,266,0.25261035561561584
2,potted plant,1720,272,1795,429,0.5774006843566895
2,potted plant,1609,202,1644,231,0.28828108310699463
3,vase,1816,353,1871,456,0.8952868580818176
3,bowl,1773,396,1815,427,0.4569361209869385
3,potted plant,1123,226,1168,253,0.26033052802085876
3,potted plant,1770,174,1817,207,0.3497413992881775
3,potted plant,642,230,685,267,0.2577763795852661
3,potted plant,1722,271,1792,414,0.558121383190155
4,potted plant,1780,397,1822,428,0.3284226655960083
4,vase,1816,353,1869,466,0.9390203952789307
4,potted plant,1127,226,1171,253,0.27575287222862244
4,potted plant,1725,272,1790,416,0.40843966603279114
5,vase,1817,354,1871,469,0.9321613907814026
5,bowl,1794,395,1834,429,0.29511427879333496
5,person,1725,272,1791,414,0.8433843851089478
6,vase,1817,354,1872,470,0.955978274345398
6,person,1724,272,1791,417,0.8755882978439331
7,vase,1817,354,1873,470,0.9616188406944275
7,person,1723,272,1791,419,0.7434415221214294
8,vase,1818,354,1872,467,0.9340338110923767
8,person,1724,271,1791,413,0.25362110137939453
9,vase,1819,354,1873,469,0.8895559906959534
10,vase,1820,353,1873,471,0.9404837489128113
11,vase,1820,351,1873,462,0.9221275448799133
11,potted plant,1723,270,1793,412,0.3240543007850647
12,vase,1821,352,1872,442,0.9493849873542786
13,vase,1820,353,1872,439,0.9555520415306091
13,potted plant,1675,200,1710,231,0.2838965356349945
13,potted plant,1813,168,1860,205,0.4356449842453003
13,potted plant,1723,270,1793,412,0.3979162573814392
14,vase,1820,354,1871,450,0.9500976800918579
14,potted plant,1723,270,1792,413,0.31117740273475647
15,cup,1736,628,1783,673,0.31417548656463623
15,vase,1821,353,1868,453,0.9600191712379456
15,cup,1824,613,1866,644,0.5993285179138184
15,potted plant,1723,270,1791,412,0.33110103011131287
16,vase,1822,353,1868,442,0.9646907448768616
16,potted plant,1723,271,1792,413,0.3171004354953766
17,vase,1823,354,1871,442,0.9425208568572998
17,bird,488,570,524,613,0.750654399394989
17,car,1183,601,1229,631,0.5689497590065002
18,vase,1823,355,1874,447,0.8580883145332336
18,potted plant,1724,271,1792,411,0.4348623752593994
18,car,1179,600,1224,631,0.4378948509693146
19,car,1716,624,1800,671,0.28740403056144714
19,vase,1824,353,1876,450,0.8691725134849548
19,car,1198,554,1244,581,0.45357415080070496
19,potted plant,1723,272,1790,410,0.43990638852119446
19,car,1175,602,1217,629,0.869629442691803
20,vase,1824,352,1875,445,0.7335408926010132
20,car,1184,553,1232,581,0.31236982345581055
20,potted plant,1722,272,1789,412,0.46395376324653625
20,car,1166,598,1213,629,0.8520761728286743
21,potted plant,1701,620,1786,670,0.2601983845233917
21,vase,1823,353,1875,446,0.7572811245918274
21,potted plant,1849,160,1892,200,0.3295236825942993
21,potted plant,1722,271,1789,412,0.5268152356147766
22,potted plant,85,45,171,122,0.2842258810997009
22,vase,1824,354,1876,452,0.7623718976974487
22,potted plant,1856,159,1898,200,0.497083455324173
22,potted plant,1722,271,1788,412,0.5868619680404663
23,vase,1824,355,1874,458,0.8515623807907104
23,car,1165,549,1214,579,0.326778382062912
23,potted plant,1860,160,1902,199,0.5170851349830627
23,potted plant,1723,271,1787,412,0.6282156109809875
24,vase,1822,352,1872,461,0.4402318298816681
25,car,1684,619,1762,666,0.2785532474517822
25,vase,1821,352,1872,459,0.5684474110603333
25,potted plant,1722,272,1787,412,0.36718058586120605
26,vase,1823,353,1872,453,0.3990996479988098
26,potted plant,1722,272,1787,411,0.31525808572769165
27,vase,1821,353,1873,456,0.6398351192474365
27,potted plant,773,227,816,253,0.320141077041626
27,potted plant,1722,272,1787,412,0.506392776966095
28,potted plant,1752,194,1788,227,0.3574029505252838
28,vase,1821,353,1872,459,0.8559297323226929
28,potted plant,1721,272,1787,411,0.4282124638557434
29,potted plant,1757,193,1794,228,0.28907105326652527
29,vase,1821,353,1873,462,0.7009629011154175
29,potted plant,1722,272,1787,411,0.31304895877838135
30,potted plant,433,253,474,283,0.5385978817939758
30,potted plant,1764,194,1799,227,0.3816319406032562
30,potted plant,1666,617,1745,669,0.3211804926395416
30,vase,1820,354,1872,461,0.6453652381896973
30,potted plant,80,291,130,326,0.30497390031814575
30,potted plant,1721,271,1787,410,0.3280866742134094
31,potted plant,441,253,478,282,0.3180314302444458
32,potted plant,443,253,481,282,0.2686820924282074
32,vase,1821,354,1872,457,0.3114853799343109
32,potted plant,1771,192,1809,226,0.2684575617313385
34,potted plant,452,252,491,280,0.38834288716316223
34,vase,1821,353,1871,456,0.3968423306941986
35,vase,1821,353,1871,455,0.5395109057426453
35,potted plant,452,247,496,278,0.5831056237220764
35,potted plant,1788,192,1824,224,0.3456425666809082
36,potted plant,461,250,500,278,0.2862265408039093
36,potted plant,1668,597,1716,631,0.4225154221057892
36,potted plant,1671,596,1715,628,0.3388569951057434
36,potted plant,1646,616,1709,665,0.6375317573547363
36,potted plant,1642,602,1711,658,0.33758431673049927
36,potted plant,1624,610,1660,659,0.3307466506958008
36,vase,1820,353,1872,457,0.6233426928520203
36,potted plant,828,225,868,254,0.31985077261924744
36,potted plant,1215,193,1256,226,0.40688806772232056
36,potted plant,1792,191,1829,224,0.4121885299682617
36,potted plant,1723,271,1789,408,0.30815866589546204
37,potted plant,1627,614,1699,667,0.5693769454956055
37,potted plant,1626,596,1705,664,0.5597873330116272
37,vase,1819,353,1872,457,0.5029720664024353
37,potted plant,1800,191,1838,226,0.25081756711006165
37,potted plant,1723,271,1789,416,0.3434053063392639
38,potted plant,1617,613,1697,671,0.41466307640075684
38,potted plant,1614,578,1709,668,0.7952691316604614
