frame_id,class_id,x1,y1,x2,y2,confidence
0,0,888,430,1014,609,0.8631769418716431
0,0,841,287,938,414,0.861416220664978
0,0,334,412,476,547,0.8518106937408447
0,0,604,214,676,311,0.8376875519752502
0,0,533,108,589,172,0.81708824634552
0,0,423,115,489,184,0.7485457062721252
0,0,551,30,590,71,0.7373082041740417
0,0,598,0,630,38,0.5246572494506836
1,0,889,432,1014,612,0.8629531860351562
1,0,842,289,940,416,0.8616733551025391
1,0,603,217,676,318,0.8445976376533508
1,0,327,416,476,565,0.842164933681488
1,0,533,109,589,175,0.8141835331916809
1,0,425,112,489,185,0.763163685798645
1,0,551,30,589,73,0.7500691413879395
1,0,598,0,632,39,0.5863561034202576
2,0,889,435,1014,614,0.8660524487495422
2,0,841,290,939,416,0.8572643995285034
2,0,316,431,469,577,0.848778247833252
2,0,601,223,675,324,0.8358880281448364
2,0,532,112,589,180,0.8083882927894592
2,0,552,34,589,74,0.7760031223297119
2,0,425,113,489,185,0.7529243230819702
2,0,598,1,634,40,0.6912857294082642
3,0,889,440,1014,615,0.8676597476005554
3,0,305,441,464,593,0.85975182056427
3,0,842,292,939,418,0.8550823330879211
3,0,600,227,675,329,0.8378562927246094
3,0,532,117,589,182,0.8100636005401611
3,0,549,34,588,76,0.7961843609809875
3,0,424,114,490,185,0.751502513885498
3,0,598,1,631,41,0.7071414589881897
4,0,295,450,458,607,0.8705549240112305
4,0,889,441,1014,618,0.862858772277832
4,0,844,293,941,421,0.8598223328590393
4,0,598,234,674,335,0.837354838848114
4,0,531,119,589,187,0.8217975497245789
4,0,551,35,590,78,0.7926434874534607
4,0,425,112,490,185,0.7642215490341187
4,0,598,0,632,41,0.6747280955314636
5,0,888,442,1016,623,0.8651367425918579
5,0,844,295,942,423,0.8651085495948792
5,0,283,460,451,623,0.8606194257736206
5,0,597,238,674,341,0.8365702033042908
5,0,530,123,591,193,0.8311904072761536
5,0,551,35,589,81,0.7692937254905701
5,0,425,115,490,185,0.7547739744186401
5,0,598,3,634,45,0.7160089612007141
6,0,271,468,446,639,0.8642884492874146
6,0,890,445,1018,627,0.8631772994995117
6,0,844,296,942,426,0.8588806986808777
6,0,594,243,674,350,0.8344573974609375
6,0,530,125,590,197,0.8213576674461365
6,0,425,114,490,185,0.7512372136116028
6,0,550,37,589,82,0.7389171719551086
6,0,600,5,634,45,0.665075421333313
7,0,844,298,944,429,0.8616914749145508
7,0,890,445,1018,630,0.860767126083374
7,0,259,482,437,659,0.8566739559173584
7,0,591,248,673,355,0.8406583070755005
7,0,528,128,589,201,0.8234562277793884
7,0,426,113,490,184,0.7597030997276306
7,0,551,39,590,85,0.7316489815711975
7,0,600,7,634,45,0.6314626932144165
8,0,845,298,944,431,0.8616885542869568
8,0,243,497,431,674,0.8610453009605408
8,0,590,252,672,363,0.8595662713050842
8,0,890,447,1019,633,0.8590354919433594
8,0,528,130,590,205,0.8170902729034424
8,0,425,114,490,185,0.7490177750587463
8,0,550,41,590,87,0.7480851411819458
8,0,601,9,634,47,0.6258404850959778
9,0,232,509,428,695,0.8755253553390503
9,0,587,254,670,368,0.8659569621086121
9,0,846,298,945,432,0.8658300042152405
9,0,890,449,1018,634,0.8620495200157166
9,0,527,133,591,210,0.8202504515647888
9,0,425,114,490,186,0.7630184292793274
9,0,548,42,590,89,0.7347162365913391
9,0,600,10,634,48,0.6582801938056946
9,0,1524,332,1597,409,0.31018075346946716
10,0,892,450,1019,637,0.8630763292312622
10,0,847,300,947,434,0.8616220951080322
10,0,584,261,670,377,0.8550900816917419
10,0,216,521,413,713,0.8443282246589661
10,0,526,138,590,215,0.8213594555854797
10,0,548,43,592,92,0.760469913482666
10,0,425,114,491,185,0.754458487033844
10,0,600,8,637,50,0.6523742079734802
11,0,580,269,670,385,0.8665727376937866
11,0,201,538,406,739,0.863828182220459
11,0,893,451,1019,640,0.8621485829353333
11,0,848,301,946,436,0.8562051057815552
11,0,524,145,591,222,0.834378182888031
11,0,548,45,594,96,0.80252605676651
11,0,425,113,490,186,0.7451691627502441
11,0,600,9,638,51,0.6162649989128113
12,0,579,277,667,394,0.886008620262146
12,0,892,455,1021,644,0.8716436624526978
12,0,849,303,948,438,0.8511221408843994
12,0,185,551,396,756,0.840140163898468
12,0,524,147,590,225,0.8334299921989441
12,0,548,47,594,97,0.7983745336532593
12,0,425,113,490,185,0.7427150011062622
12,0,599,9,640,53,0.6532353758811951
13,0,167,563,383,778,0.8732372522354126
13,0,893,457,1023,644,0.8693015575408936
13,0,575,282,667,401,0.8592103123664856
13,0,849,304,948,439,0.8562894463539124
13,0,522,150,587,228,0.8354237675666809
13,0,548,48,594,100,0.8123478889465332
13,0,425,113,490,185,0.7446454167366028
13,0,601,13,637,54,0.6110332012176514
14,0,148,583,371,800,0.8784046173095703
14,0,573,285,666,413,0.8673567771911621
14,0,892,459,1024,649,0.8669610023498535
14,0,851,304,949,441,0.8597606420516968
14,0,521,153,588,234,0.8310256600379944
14,0,548,52,593,102,0.8076289892196655
14,0,425,114,489,186,0.7498380541801453
14,0,601,12,638,55,0.6905829310417175
15,0,571,291,662,420,0.8702226877212524
15,0,892,460,1025,650,0.8672133088111877
15,0,130,598,361,828,0.8630434274673462
15,0,850,305,950,444,0.8605262637138367
15,0,520,158,587,239,0.8255552649497986
15,0,548,54,594,104,0.8082549571990967
15,0,425,114,489,184,0.750666081905365
15,0,601,14,639,56,0.6872453093528748
15,0,1532,335,1598,404,0.26384586095809937
16,0,892,463,1025,655,0.8780171275138855
16,0,566,301,663,429,0.8675258755683899
16,0,107,615,352,854,0.85997074842453
16,0,849,307,950,446,0.8595247864723206
16,0,519,161,588,245,0.8380049467086792
16,0,548,57,594,106,0.7867081761360168
16,0,425,114,489,186,0.7593384981155396
16,0,603,15,638,56,0.6251429319381714
17,0,87,633,335,881,0.8831506967544556
17,0,893,465,1026,657,0.8767462372779846
17,0,563,310,658,437,0.8617784976959229
17,0,851,309,950,448,0.8602190017700195
17,0,517,166,586,250,0.8545281291007996
17,0,549,58,595,108,0.7893552184104919
17,0,425,114,489,187,0.7765017151832581
17,0,604,17,639,59,0.5203278064727783
18,0,68,653,323,907,0.8826482892036438
18,0,893,465,1026,658,0.8741715550422668
18,0,559,314,658,448,0.8630161881446838
18,0,851,310,951,450,0.8592074513435364
18,0,516,169,586,254,0.8494594097137451
18,0,546,60,594,112,0.7909185886383057
18,0,425,115,488,188,0.7720377445220947
18,0,605,20,638,60,0.5681658983230591
19,0,38,672,312,943,0.8817760348320007
19,0,893,467,1025,662,0.8685578107833862
19,0,555,322,657,458,0.8667461276054382
19,0,852,312,952,452,0.8589990139007568
19,0,515,175,587,260,0.8424534201622009
19,0,547,63,594,113,0.7775856256484985
19,0,426,114,488,187,0.7744592428207397
19,0,606,20,641,61,0.5063313245773315
19,0,1512,325,1561,374,0.32537326216697693
20,0,6,693,290,976,0.8820695877075195
20,0,893,469,1025,664,0.8720452785491943
20,0,851,313,953,454,0.8607257008552551
20,0,553,327,653,469,0.8594459295272827
20,0,514,179,584,264,0.8473895192146301
20,0,426,114,489,188,0.772945761680603
20,0,548,65,596,116,0.767157793045044
20,0,606,24,640,63,0.596594512462616
20,0,1512,325,1562,374,0.27471500635147095
21,0,0,714,277,1005,0.908733606338501
21,0,548,338,650,477,0.8803119659423828
21,0,894,470,1025,665,0.8699439167976379
21,0,852,313,953,455,0.8560203909873962
21,0,511,184,582,270,0.840258002281189
21,0,548,69,596,118,0.7963963747024536
21,0,426,114,488,187,0.7734800577163696
21,0,607,24,643,65,0.5877493023872375
21,0,1513,325,1560,373,0.281430184841156
22,0,0,736,263,1044,0.8782256841659546
22,0,893,473,1027,669,0.867409348487854
22,0,541,347,648,491,0.8668076992034912
22,0,852,315,954,461,0.8605294227600098
22,0,509,189,580,277,0.8248026967048645
22,0,548,70,595,121,0.8035619854927063
22,0,427,114,489,187,0.7700408101081848
22,0,606,25,639,65,0.5962316393852234
23,0,0,758,241,1071,0.9076083898544312
23,0,537,355,646,503,0.8685545921325684
23,0,894,477,1028,673,0.8649442195892334
23,0,853,317,954,464,0.8583473563194275
23,0,507,193,582,283,0.836437463760376
23,0,546,72,596,124,0.8084719777107239
23,0,427,114,490,188,0.7743405699729919
23,0,606,25,642,68,0.7076892256736755
23,0,589,0,619,12,0.3702358305454254
24,0,894,479,1028,676,0.8713736534118652
24,0,0,783,231,1077,0.8683501482009888
24,0,532,362,645,513,0.8613449931144714
24,0,854,319,955,464,0.859562337398529
24,0,505,200,576,288,0.8103489875793457
24,0,546,74,597,127,0.7943812012672424
24,0,426,114,489,188,0.7744329571723938
24,0,606,25,643,69,0.7185820937156677
24,0,589,0,619,11,0.34436139464378357
25,0,895,482,1028,678,0.8726710677146912
25,0,857,323,954,467,0.8582351207733154
25,0,527,372,642,528,0.8566387295722961
25,0,501,205,576,295,0.8182383179664612
25,0,546,77,597,130,0.8059630990028381
25,0,427,117,490,189,0.781113862991333
25,0,607,27,645,71,0.725909948348999
25,0,0,814,204,1075,0.40706291794776917
25,0,589,0,618,13,0.31327223777770996
26,0,895,484,1027,680,0.8704638481140137
26,0,858,324,955,468,0.8594760894775391
26,0,520,381,641,543,0.8565204739570618
26,0,495,210,574,303,0.8205333948135376
26,0,546,79,599,133,0.7937283515930176
26,0,427,117,491,189,0.7830684781074524
26,0,607,31,643,72,0.7031347751617432
26,0,590,0,620,14,0.3441283702850342
26,0,0,843,182,1075,0.32533738017082214
27,0,896,485,1027,683,0.8710750937461853
27,0,858,328,954,469,0.8613443970680237
27,0,514,391,639,553,0.8519399762153625
27,0,491,213,573,309,0.8364281058311462
27,0,545,81,597,135,0.7984617352485657
27,0,427,116,491,188,0.7698986530303955
